rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported
rg07_theta12p495_foilpm8	0	3	2	2	66	32	14	7	8	0
rg07_theta12p495_foilpm8	0	3	2	3	4	0	1	0	0	4
rg07_theta12p495_foilpm8	0	3	2	4	180	86	36	26	22	0
rg07_theta12p495_foilpm8	0	3	2	5	223	104	45	34	26	0
rg07_theta12p495_foilpm8	0	3	2	6	249	118	50	34	30	0
rg07_theta12p495_foilpm8	0	3	3	1	38	17	8	4	5	0
rg07_theta12p495_foilpm8	0	3	3	2	89	38	18	11	10	0
rg07_theta12p495_foilpm8	0	3	3	3	145	68	29	26	18	0
rg07_theta12p495_foilpm8	0	3	3	4	226	109	46	29	28	0
rg07_theta12p495_foilpm8	0	3	3	5	301	151	61	45	38	0
rg07_theta12p495_foilpm8	0	3	3	6	345	170	69	53	43	0
rg07_theta12p495_foilpm8	0	3	4	1	54	24	11	7	6	0
rg07_theta12p495_foilpm8	0	3	4	2	101	48	21	15	13	0
rg07_theta12p495_foilpm8	0	3	4	3	165	80	33	26	21	0
rg07_theta12p495_foilpm8	0	3	4	4	52	26	11	7	7	0
rg07_theta12p495_foilpm8	0	3	4	5	263	124	53	39	31	0
rg07_theta12p495_foilpm8	0	3	4	6	343	154	69	52	39	0
rg07_theta12p495_foilpm8	0	3	5	1	61	31	13	7	8	0
rg07_theta12p495_foilpm8	0	3	5	2	85	43	17	8	11	0
rg07_theta12p495_foilpm8	0	3	5	3	133	68	27	16	18	0
rg07_theta12p495_foilpm8	0	3	5	4	213	102	43	31	26	0
rg07_theta12p495_foilpm8	0	3	5	5	11	0	3	0	0	11
rg07_theta12p495_foilpm8	0	3	5	6	344	169	69	51	43	0
rg07_theta12p495_foilpm8	0	3	6	1	59	29	12	6	8	0
rg07_theta12p495_foilpm8	0	3	6	2	79	36	16	11	9	0
rg07_theta12p495_foilpm8	0	3	6	3	102	46	21	19	12	0
rg07_theta12p495_foilpm8	0	3	6	4	158	70	32	26	18	0
rg07_theta12p495_foilpm8	0	3	6	5	217	100	44	33	25	0
rg07_theta12p495_foilpm8	0	3	6	6	267	127	54	37	32	0
rg07_theta12p495_foilpm8	0	3	7	1	21	0	5	0	0	21
rg07_theta12p495_foilpm8	0	3	7	2	59	29	12	7	8	0
rg07_theta12p495_foilpm8	0	3	7	3	92	40	19	13	10	0
rg07_theta12p495_foilpm8	0	3	7	4	141	67	29	19	17	0
rg07_theta12p495_foilpm8	0	3	7	5	170	83	34	23	21	0
rg07_theta12p495_foilpm8	0	3	7	6	219	106	44	34	27	0
rg07_theta12p495_foilpm8	0	3	8	2	34	15	7	6	4	0
rg07_theta12p495_foilpm8	0	3	8	3	63	27	13	12	7	0
rg07_theta12p495_foilpm8	0	3	8	4	91	42	19	12	11	0
rg07_theta12p495_foilpm8	0	3	8	5	126	63	26	16	16	0
rg07_theta12p495_foilpm8	0	4	0	2	17	0	4	0	0	17
rg07_theta12p495_foilpm8	0	4	0	3	42	20	9	7	6	0
rg07_theta12p495_foilpm8	0	4	0	4	51	27	11	8	7	0
rg07_theta12p495_foilpm8	0	4	0	5	96	47	20	14	12	0
rg07_theta12p495_foilpm8	0	4	0	6	1	0	1	0	0	1
rg07_theta12p495_foilpm8	0	4	1	1	6	0	2	0	0	6
rg07_theta12p495_foilpm8	0	4	1	2	24	0	5	0	0	24
rg07_theta12p495_foilpm8	0	4	1	3	51	24	11	8	7	0
rg07_theta12p495_foilpm8	0	4	1	4	85	44	17	9	11	0
rg07_theta12p495_foilpm8	0	4	1	5	127	61	26	20	16	0
rg07_theta12p495_foilpm8	0	4	1	6	195	97	39	32	25	0
rg07_theta12p495_foilpm8	0	4	2	1	19	0	4	0	0	19
rg07_theta12p495_foilpm8	0	4	2	2	37	18	8	6	5	0
rg07_theta12p495_foilpm8	0	4	2	4	113	56	23	15	14	0
rg07_theta12p495_foilpm8	0	4	2	5	144	67	29	25	17	0
rg07_theta12p495_foilpm8	0	4	2	6	206	108	42	34	27	0
rg07_theta12p495_foilpm8	0	4	3	1	29	16	6	4	4	0
rg07_theta12p495_foilpm8	0	4	3	2	60	29	12	9	8	0
rg07_theta12p495_foilpm8	0	4	3	3	77	37	16	13	10	0
rg07_theta12p495_foilpm8	0	4	3	4	117	56	24	21	14	0
rg07_theta12p495_foilpm8	0	4	3	5	185	95	37	28	24	0
rg07_theta12p495_foilpm8	0	4	3	6	266	133	54	40	34	0
rg07_theta12p495_foilpm8	0	4	4	1	33	16	7	5	5	0
rg07_theta12p495_foilpm8	0	4	4	2	63	32	13	11	9	0
rg07_theta12p495_foilpm8	0	4	4	3	101	48	21	13	13	0
rg07_theta12p495_foilpm8	0	4	4	4	48	20	10	7	6	0
rg07_theta12p495_foilpm8	0	4	4	5	177	84	36	21	21	0
rg07_theta12p495_foilpm8	0	4	4	6	234	112	47	35	29	0
rg07_theta12p495_foilpm8	0	4	5	1	27	14	6	4	4	0
rg07_theta12p495_foilpm8	0	4	5	2	69	32	14	12	9	0
rg07_theta12p495_foilpm8	0	4	5	3	67	32	14	11	8	0
rg07_theta12p495_foilpm8	0	4	5	4	117	59	24	18	15	0
rg07_theta12p495_foilpm8	0	4	5	5	2	0	1	0	0	2
rg07_theta12p495_foilpm8	0	4	5	6	237	118	48	37	30	0
rg07_theta12p495_foilpm8	0	4	6	1	25	13	5	1	4	0
rg07_theta12p495_foilpm8	0	4	6	2	44	21	9	8	6	0
rg07_theta12p495_foilpm8	0	4	6	3	61	29	13	11	8	0
rg07_theta12p495_foilpm8	0	4	6	4	88	42	18	10	11	0
rg07_theta12p495_foilpm8	0	4	6	5	139	69	28	18	18	0
rg07_theta12p495_foilpm8	0	4	6	6	226	108	46	31	27	0
rg07_theta12p495_foilpm8	0	4	7	1	5	0	1	0	0	5
rg07_theta12p495_foilpm8	0	4	7	2	17	0	4	0	0	17
rg07_theta12p495_foilpm8	0	4	7	3	45	19	9	6	5	0
rg07_theta12p495_foilpm8	0	4	7	4	92	46	19	13	12	0
rg07_theta12p495_foilpm8	0	4	7	5	126	63	26	22	16	0
rg07_theta12p495_foilpm8	0	4	7	6	173	87	35	30	22	0
rg07_theta12p495_foilpm8	0	4	8	2	5	0	1	0	0	5
rg07_theta12p495_foilpm8	0	4	8	3	25	12	5	3	4	0
rg07_theta12p495_foilpm8	0	4	8	4	57	24	12	9	6	0
rg07_theta12p495_foilpm8	0	4	8	5	86	42	18	13	11	0
rg07_theta12p495_foilpm8	0	4	8	6	2	0	1	0	0	2
rg07_theta12p495_foilpm8	1	0	0	2	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	0	0	3	14	0	3	0	0	14
rg07_theta12p495_foilpm8	1	0	0	4	36	14	8	3	4	0
rg07_theta12p495_foilpm8	1	0	0	5	31	12	7	5	4	0
rg07_theta12p495_foilpm8	1	0	0	6	29	12	6	5	3	0
rg07_theta12p495_foilpm8	1	0	0	7	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	0	1	2	18	0	4	0	0	18
rg07_theta12p495_foilpm8	1	0	1	3	24	0	5	0	0	24
rg07_theta12p495_foilpm8	1	0	1	4	42	17	9	6	5	0
rg07_theta12p495_foilpm8	1	0	1	5	53	24	11	9	6	0
rg07_theta12p495_foilpm8	1	0	1	6	48	20	10	10	5	0
rg07_theta12p495_foilpm8	1	0	1	7	23	0	5	0	0	23
rg07_theta12p495_foilpm8	1	0	2	2	29	12	6	5	3	0
rg07_theta12p495_foilpm8	1	0	2	3	7	0	2	0	0	7
rg07_theta12p495_foilpm8	1	0	2	4	64	26	13	10	7	0
rg07_theta12p495_foilpm8	1	0	2	5	71	29	15	12	8	0
rg07_theta12p495_foilpm8	1	0	2	6	62	31	13	9	8	0
rg07_theta12p495_foilpm8	1	0	2	7	52	23	11	6	6	0
rg07_theta12p495_foilpm8	1	0	3	2	26	12	6	4	3	0
rg07_theta12p495_foilpm8	1	0	3	3	35	13	7	5	4	0
rg07_theta12p495_foilpm8	1	0	3	4	45	23	9	8	6	0
rg07_theta12p495_foilpm8	1	0	3	5	67	33	14	11	9	0
rg07_theta12p495_foilpm8	1	0	3	6	82	37	17	12	10	0
rg07_theta12p495_foilpm8	1	0	3	7	108	50	22	20	13	0
rg07_theta12p495_foilpm8	1	0	4	2	34	12	7	2	3	0
rg07_theta12p495_foilpm8	1	0	4	3	50	20	10	5	6	0
rg07_theta12p495_foilpm8	1	0	4	4	20	0	4	0	0	20
rg07_theta12p495_foilpm8	1	0	4	5	70	36	14	13	9	0
rg07_theta12p495_foilpm8	1	0	4	6	97	48	20	16	12	0
rg07_theta12p495_foilpm8	1	0	4	7	118	61	24	19	16	0
rg07_theta12p495_foilpm8	1	0	5	2	19	0	4	0	0	19
rg07_theta12p495_foilpm8	1	0	5	3	35	18	7	6	5	0
rg07_theta12p495_foilpm8	1	0	5	4	43	22	9	8	6	0
rg07_theta12p495_foilpm8	1	0	5	5	3	0	1	0	0	3
rg07_theta12p495_foilpm8	1	0	5	6	76	40	16	11	10	0
rg07_theta12p495_foilpm8	1	0	5	7	96	52	20	12	13	0
rg07_theta12p495_foilpm8	1	0	6	2	8	0	2	0	0	8
rg07_theta12p495_foilpm8	1	0	6	3	31	12	7	4	4	0
rg07_theta12p495_foilpm8	1	0	6	4	51	22	11	10	6	0
rg07_theta12p495_foilpm8	1	0	6	5	64	30	13	8	8	0
rg07_theta12p495_foilpm8	1	0	6	6	86	42	18	12	11	0
rg07_theta12p495_foilpm8	1	0	6	7	98	53	20	18	14	0
rg07_theta12p495_foilpm8	1	0	7	2	8	0	2	0	0	8
rg07_theta12p495_foilpm8	1	0	7	3	18	0	4	0	0	18
rg07_theta12p495_foilpm8	1	0	7	4	25	13	5	2	4	0
rg07_theta12p495_foilpm8	1	0	7	5	50	24	10	9	7	0
rg07_theta12p495_foilpm8	1	0	7	6	62	29	13	10	8	0
rg07_theta12p495_foilpm8	1	0	7	7	91	44	19	16	12	0
rg07_theta12p495_foilpm8	1	0	8	3	7	0	2	0	0	7
rg07_theta12p495_foilpm8	1	0	8	4	25	11	5	4	3	0
rg07_theta12p495_foilpm8	1	0	8	5	24	0	5	0	0	24
rg07_theta12p495_foilpm8	1	0	8	6	49	21	10	9	6	0
rg07_theta12p495_foilpm8	1	0	8	7	5	0	1	0	0	5
rg07_theta12p495_foilpm8	1	1	0	3	11	0	3	0	0	11
rg07_theta12p495_foilpm8	1	1	0	4	42	22	9	6	6	0
rg07_theta12p495_foilpm8	1	1	0	5	50	27	10	9	7	0
rg07_theta12p495_foilpm8	1	1	0	6	58	24	12	10	7	0
rg07_theta12p495_foilpm8	1	1	0	7	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	1	1	2	12	0	3	0	0	12
rg07_theta12p495_foilpm8	1	1	1	3	28	14	6	4	4	0
rg07_theta12p495_foilpm8	1	1	1	4	50	24	10	9	6	0
rg07_theta12p495_foilpm8	1	1	1	5	66	32	14	11	8	0
rg07_theta12p495_foilpm8	1	1	1	6	97	49	20	17	13	0
rg07_theta12p495_foilpm8	1	1	1	7	99	50	20	13	13	0
rg07_theta12p495_foilpm8	1	1	2	2	22	0	5	0	0	22
rg07_theta12p495_foilpm8	1	1	2	3	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	1	2	4	65	35	13	9	9	0
rg07_theta12p495_foilpm8	1	1	2	5	104	51	21	18	13	0
rg07_theta12p495_foilpm8	1	1	2	6	123	60	25	17	15	0
rg07_theta12p495_foilpm8	1	1	2	7	139	72	28	23	18	0
rg07_theta12p495_foilpm8	1	1	3	2	23	0	5	0	0	23
rg07_theta12p495_foilpm8	1	1	3	3	55	30	11	8	8	0
rg07_theta12p495_foilpm8	1	1	3	4	89	44	18	14	11	0
rg07_theta12p495_foilpm8	1	1	3	5	116	60	24	22	16	0
rg07_theta12p495_foilpm8	1	1	3	6	137	71	28	21	18	0
rg07_theta12p495_foilpm8	1	1	3	7	175	93	35	28	24	0
rg07_theta12p495_foilpm8	1	1	4	2	21	0	5	0	0	21
rg07_theta12p495_foilpm8	1	1	4	3	57	32	12	7	9	0
rg07_theta12p495_foilpm8	1	1	4	4	23	0	5	0	0	23
rg07_theta12p495_foilpm8	1	1	4	5	137	76	28	23	19	0
rg07_theta12p495_foilpm8	1	1	4	6	181	92	37	34	24	0
rg07_theta12p495_foilpm8	1	1	4	7	158	91	32	28	23	0
rg07_theta12p495_foilpm8	1	1	5	2	28	13	6	4	4	0
rg07_theta12p495_foilpm8	1	1	5	3	48	24	10	7	7	0
rg07_theta12p495_foilpm8	1	1	5	4	85	44	17	10	12	0
rg07_theta12p495_foilpm8	1	1	5	5	5	0	1	0	0	5
rg07_theta12p495_foilpm8	1	1	5	6	152	79	31	25	20	0
rg07_theta12p495_foilpm8	1	1	5	7	184	95	37	30	24	0
rg07_theta12p495_foilpm8	1	1	6	2	22	0	5	0	0	22
rg07_theta12p495_foilpm8	1	1	6	3	46	23	10	8	6	0
rg07_theta12p495_foilpm8	1	1	6	4	68	39	14	10	10	0
rg07_theta12p495_foilpm8	1	1	6	5	109	60	22	17	15	0
rg07_theta12p495_foilpm8	1	1	6	6	121	59	25	16	15	0
rg07_theta12p495_foilpm8	1	1	6	7	161	84	33	29	21	0
rg07_theta12p495_foilpm8	1	1	7	2	18	0	4	0	0	18
rg07_theta12p495_foilpm8	1	1	7	3	34	18	7	6	5	0
rg07_theta12p495_foilpm8	1	1	7	4	49	26	10	10	7	0
rg07_theta12p495_foilpm8	1	1	7	5	90	47	18	13	12	0
rg07_theta12p495_foilpm8	1	1	7	6	126	64	26	18	17	0
rg07_theta12p495_foilpm8	1	1	7	7	136	74	28	22	19	0
rg07_theta12p495_foilpm8	1	1	8	3	24	0	5	0	0	24
rg07_theta12p495_foilpm8	1	1	8	4	30	15	6	6	4	0
rg07_theta12p495_foilpm8	1	1	8	5	64	32	13	10	9	0
rg07_theta12p495_foilpm8	1	1	8	6	93	47	19	15	12	0
rg07_theta12p495_foilpm8	1	1	8	7	2	0	1	0	0	2
rg07_theta12p495_foilpm8	1	2	0	3	6	0	2	0	0	6
rg07_theta12p495_foilpm8	1	2	0	4	27	14	6	5	4	0
rg07_theta12p495_foilpm8	1	2	0	5	87	46	18	13	12	0
rg07_theta12p495_foilpm8	1	2	0	6	96	51	20	17	13	0
rg07_theta12p495_foilpm8	1	2	1	2	7	0	2	0	0	7
rg07_theta12p495_foilpm8	1	2	1	3	17	0	4	0	0	17
rg07_theta12p495_foilpm8	1	2	1	4	64	34	13	8	9	0
rg07_theta12p495_foilpm8	1	2	1	5	128	63	26	20	16	0
rg07_theta12p495_foilpm8	1	2	1	6	146	72	30	24	19	0
rg07_theta12p495_foilpm8	1	2	1	7	156	80	32	25	21	0
rg07_theta12p495_foilpm8	1	2	2	2	32	14	7	5	4	0
rg07_theta12p495_foilpm8	1	2	2	3	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	2	2	4	91	43	19	14	11	0
rg07_theta12p495_foilpm8	1	2	2	5	157	83	32	27	21	0
rg07_theta12p495_foilpm8	1	2	2	6	187	99	38	30	25	0
rg07_theta12p495_foilpm8	1	2	2	7	226	119	46	35	30	0
rg07_theta12p495_foilpm8	1	2	3	2	20	0	4	0	0	20
rg07_theta12p495_foilpm8	1	2	3	3	70	36	14	12	9	0
rg07_theta12p495_foilpm8	1	2	3	4	133	64	27	23	17	0
rg07_theta12p495_foilpm8	1	2	3	5	190	93	38	31	24	0
rg07_theta12p495_foilpm8	1	2	3	6	277	140	56	48	36	0
rg07_theta12p495_foilpm8	1	2	3	7	260	140	52	44	36	0
rg07_theta12p495_foilpm8	1	2	4	2	21	0	5	0	0	21
rg07_theta12p495_foilpm8	1	2	4	3	72	39	15	14	10	0
rg07_theta12p495_foilpm8	1	2	4	4	40	22	8	7	6	0
rg07_theta12p495_foilpm8	1	2	4	5	230	116	46	35	29	0
rg07_theta12p495_foilpm8	1	2	4	6	288	145	58	51	37	0
rg07_theta12p495_foilpm8	1	2	4	7	329	176	66	57	45	0
rg07_theta12p495_foilpm8	1	2	5	2	24	0	5	0	0	24
rg07_theta12p495_foilpm8	1	2	5	3	82	45	17	13	12	0
rg07_theta12p495_foilpm8	1	2	5	4	151	75	31	22	19	0
rg07_theta12p495_foilpm8	1	2	5	5	3	0	1	0	0	3
rg07_theta12p495_foilpm8	1	2	5	6	275	140	55	45	35	0
rg07_theta12p495_foilpm8	1	2	5	7	286	155	58	45	39	0
rg07_theta12p495_foilpm8	1	2	6	2	30	16	6	6	5	0
rg07_theta12p495_foilpm8	1	2	6	3	59	31	12	9	8	0
rg07_theta12p495_foilpm8	1	2	6	4	124	64	25	21	16	0
rg07_theta12p495_foilpm8	1	2	6	5	163	89	33	29	23	0
rg07_theta12p495_foilpm8	1	2	6	6	203	106	41	32	27	0
rg07_theta12p495_foilpm8	1	2	6	7	267	144	54	46	36	0
rg07_theta12p495_foilpm8	1	2	7	2	16	0	4	0	0	16
rg07_theta12p495_foilpm8	1	2	7	3	42	24	9	8	6	0
rg07_theta12p495_foilpm8	1	2	7	4	85	45	17	15	12	0
rg07_theta12p495_foilpm8	1	2	7	5	139	73	28	23	19	0
rg07_theta12p495_foilpm8	1	2	7	6	184	97	37	31	25	0
rg07_theta12p495_foilpm8	1	2	7	7	181	93	37	32	24	0
rg07_theta12p495_foilpm8	1	2	8	3	37	18	8	5	5	0
rg07_theta12p495_foilpm8	1	2	8	4	56	29	12	10	8	0
rg07_theta12p495_foilpm8	1	2	8	5	74	37	15	13	10	0
rg07_theta12p495_foilpm8	1	2	8	6	123	65	25	19	17	0
rg07_theta12p495_foilpm8	1	2	8	7	2	0	1	0	0	2
rg07_theta12p495_foilpm8	1	3	0	2	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	3	0	3	4	0	1	0	0	4
rg07_theta12p495_foilpm8	1	3	0	4	13	0	3	0	0	13
rg07_theta12p495_foilpm8	1	3	0	5	61	28	13	7	7	0
rg07_theta12p495_foilpm8	1	3	0	6	90	42	18	12	11	0
rg07_theta12p495_foilpm8	1	3	0	7	2	0	1	0	0	2
rg07_theta12p495_foilpm8	1	3	1	2	6	0	2	0	0	6
rg07_theta12p495_foilpm8	1	3	1	3	17	0	4	0	0	17
rg07_theta12p495_foilpm8	1	3	1	4	31	15	7	6	4	0
rg07_theta12p495_foilpm8	1	3	1	5	72	37	15	14	10	0
rg07_theta12p495_foilpm8	1	3	1	6	128	72	26	21	19	0
rg07_theta12p495_foilpm8	1	3	1	7	125	64	25	24	17	0
rg07_theta12p495_foilpm8	1	3	2	2	10	0	2	0	0	10
rg07_theta12p495_foilpm8	1	3	2	3	3	0	1	0	0	3
rg07_theta12p495_foilpm8	1	3	2	4	83	36	17	16	9	0
rg07_theta12p495_foilpm8	1	3	2	5	121	62	25	22	16	0
rg07_theta12p495_foilpm8	1	3	2	6	216	104	44	41	26	0
rg07_theta12p495_foilpm8	1	3	2	7	189	96	38	29	24	0
rg07_theta12p495_foilpm8	1	3	3	2	14	0	3	0	0	14
rg07_theta12p495_foilpm8	1	3	3	3	54	28	11	9	8	0
rg07_theta12p495_foilpm8	1	3	3	4	93	46	19	15	12	0
rg07_theta12p495_foilpm8	1	3	3	5	170	79	34	27	20	0
rg07_theta12p495_foilpm8	1	3	3	6	221	110	45	37	28	0
rg07_theta12p495_foilpm8	1	3	3	7	306	149	62	47	38	0
rg07_theta12p495_foilpm8	1	3	4	2	4	0	1	0	0	4
rg07_theta12p495_foilpm8	1	3	4	3	47	24	10	7	7	0
rg07_theta12p495_foilpm8	1	3	4	4	21	0	5	0	0	21
rg07_theta12p495_foilpm8	1	3	4	5	181	91	37	31	23	0
rg07_theta12p495_foilpm8	1	3	4	6	249	123	50	37	31	0
rg07_theta12p495_foilpm8	1	3	4	7	314	161	63	51	41	0
rg07_theta12p495_foilpm8	1	3	5	2	3	0	1	0	0	3
rg07_theta12p495_foilpm8	1	3	5	3	48	27	10	6	7	0
rg07_theta12p495_foilpm8	1	3	5	4	110	53	22	15	14	0
rg07_theta12p495_foilpm8	1	3	5	5	2	0	1	0	0	2
rg07_theta12p495_foilpm8	1	3	5	6	230	116	46	39	29	0
rg07_theta12p495_foilpm8	1	3	5	7	271	140	55	45	35	0
rg07_theta12p495_foilpm8	1	3	6	2	5	0	1	0	0	5
rg07_theta12p495_foilpm8	1	3	6	3	38	19	8	7	5	0
rg07_theta12p495_foilpm8	1	3	6	4	87	45	18	12	12	0
rg07_theta12p495_foilpm8	1	3	6	5	126	56	26	15	15	0
rg07_theta12p495_foilpm8	1	3	6	6	178	90	36	26	23	0
rg07_theta12p495_foilpm8	1	3	6	7	266	133	54	47	34	0
rg07_theta12p495_foilpm8	1	3	7	2	5	0	1	0	0	5
rg07_theta12p495_foilpm8	1	3	7	3	26	12	6	5	4	0
rg07_theta12p495_foilpm8	1	3	7	4	55	28	11	7	8	0
rg07_theta12p495_foilpm8	1	3	7	5	101	48	21	17	13	0
rg07_theta12p495_foilpm8	1	3	7	6	119	58	24	15	15	0
rg07_theta12p495_foilpm8	1	3	7	7	163	83	33	28	21	0
rg07_theta12p495_foilpm8	1	3	8	3	27	12	6	5	3	0
rg07_theta12p495_foilpm8	1	3	8	4	36	19	8	7	5	0
rg07_theta12p495_foilpm8	1	3	8	5	58	28	12	9	7	0
rg07_theta12p495_foilpm8	1	3	8	6	104	53	21	18	14	0
rg07_theta12p495_foilpm8	1	3	8	7	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	4	0	3	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	4	0	4	12	0	3	0	0	12
rg07_theta12p495_foilpm8	1	4	0	5	20	0	4	0	0	20
rg07_theta12p495_foilpm8	1	4	0	6	45	24	9	8	6	0
rg07_theta12p495_foilpm8	1	4	0	7	1	0	1	0	0	1
rg07_theta12p495_foilpm8	1	4	1	3	10	0	2	0	0	10
rg07_theta12p495_foilpm8	1	4	1	4	29	15	6	6	4	0
rg07_theta12p495_foilpm8	1	4	1	5	58	30	12	11	8	0
rg07_theta12p495_foilpm8	1	4	1	6	93	48	19	17	12	0
rg07_theta12p495_foilpm8	1	4	1	7	103	52	21	15	13	0
rg07_theta12p495_foilpm8	1	4	2	4	56	28	12	6	8	0
rg07_theta12p495_foilpm8	1	4	2	5	72	40	15	13	10	0
rg07_theta12p495_foilpm8	1	4	2	6	125	65	25	20	17	0
rg07_theta12p495_foilpm8	1	4	2	7	175	87	35	28	22	0
rg07_theta12p495_foilpm8	1	4	3	3	26	16	6	6	4	0
rg07_theta12p495_foilpm8	1	4	3	4	45	20	9	6	6	0
rg07_theta12p495_foilpm8	1	4	3	5	96	46	20	15	12	0
rg07_theta12p495_foilpm8	1	4	3	6	144	74	29	23	19	0
rg07_theta12p495_foilpm8	1	4	3	7	226	106	46	39	27	0
rg07_theta12p495_foilpm8	1	4	4	3	35	20	7	5	5	0
rg07_theta12p495_foilpm8	1	4	4	4	12	0	3	0	0	12
rg07_theta12p495_foilpm8	1	4	4	5	111	48	23	14	13	0
rg07_theta12p495_foilpm8	1	4	4	6	175	89	35	26	23	0
rg07_theta12p495_foilpm8	1	4	4	7	232	118	47	36	30	0
rg07_theta12p495_foilpm8	1	4	5	3	23	0	5	0	0	23
rg07_theta12p495_foilpm8	1	4	5	4	47	24	10	9	7	0
rg07_theta12p495_foilpm8	1	4	5	6	169	88	34	29	23	0
rg07_theta12p495_foilpm8	1	4	5	7	211	101	43	35	26	0
rg07_theta12p495_foilpm8	1	4	6	3	16	0	4	0	0	16
rg07_theta12p495_foilpm8	1	4	6	4	34	16	7	6	4	0
rg07_theta12p495_foilpm8	1	4	6	5	66	35	14	10	9	0
rg07_theta12p495_foilpm8	1	4	6	6	131	64	27	18	17	0
rg07_theta12p495_foilpm8	1	4	6	7	188	91	38	26	23	0
rg07_theta12p495_foilpm8	1	4	7	3	16	0	4	0	0	16
rg07_theta12p495_foilpm8	1	4	7	4	25	16	5	4	4	0
rg07_theta12p495_foilpm8	1	4	7	5	48	24	10	9	6	0
rg07_theta12p495_foilpm8	1	4	7	6	111	51	23	15	13	0
rg07_theta12p495_foilpm8	1	4	7	7	109	54	22	17	14	0
rg07_theta12p495_foilpm8	1	4	8	3	8	0	2	0	0	8
rg07_theta12p495_foilpm8	1	4	8	4	16	0	4	0	0	16
rg07_theta12p495_foilpm8	1	4	8	5	27	12	6	4	3	0
rg07_theta12p495_foilpm8	1	4	8	6	43	22	9	6	6	0
rg07_theta12p495_foilpm8	1	4	8	7	2	0	1	0	0	2
