rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported
rg05_theta12p495_foilpm3	0	0	3	3	50	25	10	7	7	0
rg05_theta12p495_foilpm3	0	0	3	4	64	33	13	9	9	0
rg05_theta12p495_foilpm3	0	0	3	5	100	51	20	11	13	0
rg05_theta12p495_foilpm3	0	0	3	6	88	33	18	8	9	0
rg05_theta12p495_foilpm3	0	0	4	2	51	21	11	9	6	0
rg05_theta12p495_foilpm3	0	0	4	3	59	25	12	9	7	0
rg05_theta12p495_foilpm3	0	0	4	4	24	0	5	0	0	24
rg05_theta12p495_foilpm3	0	0	4	5	85	36	17	11	9	0
rg05_theta12p495_foilpm3	0	0	4	6	123	44	25	15	11	0
rg05_theta12p495_foilpm3	0	0	5	2	32	14	7	6	4	0
rg05_theta12p495_foilpm3	0	0	5	3	53	24	11	8	7	0
rg05_theta12p495_foilpm3	0	0	5	4	70	31	14	11	8	0
rg05_theta12p495_foilpm3	0	0	5	5	2	0	1	0	0	2
rg05_theta12p495_foilpm3	0	0	5	6	96	51	20	13	13	0
rg05_theta12p495_foilpm3	0	0	6	2	19	0	4	0	0	19
rg05_theta12p495_foilpm3	0	0	6	3	52	26	11	8	7	0
rg05_theta12p495_foilpm3	0	0	6	4	67	31	14	7	8	0
rg05_theta12p495_foilpm3	0	0	6	5	73	36	15	10	10	0
rg05_theta12p495_foilpm3	0	0	6	6	91	40	19	16	10	0
rg05_theta12p495_foilpm3	0	0	7	2	18	0	4	0	0	18
rg05_theta12p495_foilpm3	0	0	7	3	33	16	7	6	4	0
rg05_theta12p495_foilpm3	0	0	7	4	38	18	8	5	5	0
rg05_theta12p495_foilpm3	0	0	7	5	44	20	9	8	5	0
rg05_theta12p495_foilpm3	0	0	7	6	60	26	12	11	7	0
rg05_theta12p495_foilpm3	0	0	8	2	6	0	2	0	0	6
rg05_theta12p495_foilpm3	0	0	8	3	15	0	3	0	0	15
rg05_theta12p495_foilpm3	0	0	8	4	21	0	5	0	0	21
rg05_theta12p495_foilpm3	0	0	8	5	29	16	6	5	4	0
rg05_theta12p495_foilpm3	0	0	8	6	7	0	2	0	0	7
rg05_theta12p495_foilpm3	0	1	0	2	36	18	8	7	5	0
rg05_theta12p495_foilpm3	0	1	0	3	45	24	9	7	7	0
rg05_theta12p495_foilpm3	0	1	0	4	69	31	14	12	8	0
rg05_theta12p495_foilpm3	0	1	0	5	88	40	18	13	11	0
rg05_theta12p495_foilpm3	0	1	0	6	4	0	1	0	0	4
rg05_theta12p495_foilpm3	0	1	1	1	11	0	3	0	0	11
rg05_theta12p495_foilpm3	0	1	1	2	46	19	10	8	5	0
rg05_theta12p495_foilpm3	0	1	1	3	76	33	16	12	9	0
rg05_theta12p495_foilpm3	0	1	1	4	113	48	23	14	13	0
rg05_theta12p495_foilpm3	0	1	1	5	107	44	22	12	12	0
rg05_theta12p495_foilpm3	0	1	1	6	61	29	13	9	8	0
rg05_theta12p495_foilpm3	0	1	2	1	39	18	8	3	5	0
rg05_theta12p495_foilpm3	0	1	2	2	69	33	14	8	9	0
rg05_theta12p495_foilpm3	0	1	2	3	3	0	1	0	0	3
rg05_theta12p495_foilpm3	0	1	2	4	124	59	25	16	15	0
rg05_theta12p495_foilpm3	0	1	2	5	149	74	30	23	19	0
rg05_theta12p495_foilpm3	0	1	2	6	126	61	26	21	16	0
rg05_theta12p495_foilpm3	0	1	3	1	39	16	8	7	4	0
rg05_theta12p495_foilpm3	0	1	3	2	71	33	15	12	9	0
rg05_theta12p495_foilpm3	0	1	3	3	95	48	19	13	12	0
rg05_theta12p495_foilpm3	0	1	3	4	133	61	27	18	16	0
rg05_theta12p495_foilpm3	0	1	3	5	134	70	27	22	18	0
rg05_theta12p495_foilpm3	0	1	3	6	164	81	33	27	21	0
rg05_theta12p495_foilpm3	0	1	4	1	50	25	10	8	7	0
rg05_theta12p495_foilpm3	0	1	4	2	86	42	18	11	11	0
rg05_theta12p495_foilpm3	0	1	4	3	101	45	21	19	12	0
rg05_theta12p495_foilpm3	0	1	4	4	38	19	8	8	5	0
rg05_theta12p495_foilpm3	0	1	4	5	188	86	38	34	22	0
rg05_theta12p495_foilpm3	0	1	4	6	205	98	41	35	25	0
rg05_theta12p495_foilpm3	0	1	5	1	48	20	10	10	6	0
rg05_theta12p495_foilpm3	0	1	5	2	67	35	14	12	9	0
rg05_theta12p495_foilpm3	0	1	5	3	121	62	25	23	16	0
rg05_theta12p495_foilpm3	0	1	5	4	142	71	29	25	18	0
rg05_theta12p495_foilpm3	0	1	5	5	13	0	3	0	0	13
rg05_theta12p495_foilpm3	0	1	5	6	231	110	47	36	28	0
rg05_theta12p495_foilpm3	0	1	6	1	40	16	8	5	5	0
rg05_theta12p495_foilpm3	0	1	6	2	70	38	14	8	10	0
rg05_theta12p495_foilpm3	0	1	6	3	84	44	17	15	12	0
rg05_theta12p495_foilpm3	0	1	6	4	88	47	18	16	12	0
rg05_theta12p495_foilpm3	0	1	6	5	132	65	27	19	17	0
rg05_theta12p495_foilpm3	0	1	6	6	166	83	34	33	21	0
rg05_theta12p495_foilpm3	0	1	7	1	14	0	3	0	0	14
rg05_theta12p495_foilpm3	0	1	7	2	46	20	10	6	6	0
rg05_theta12p495_foilpm3	0	1	7	3	67	34	14	10	9	0
rg05_theta12p495_foilpm3	0	1	7	4	101	49	21	16	13	0
rg05_theta12p495_foilpm3	0	1	7	5	111	57	23	15	15	0
rg05_theta12p495_foilpm3	0	1	7	6	124	60	25	22	16	0
rg05_theta12p495_foilpm3	0	1	8	2	26	12	6	3	3	0
rg05_theta12p495_foilpm3	0	1	8	3	52	26	11	9	7	0
rg05_theta12p495_foilpm3	0	1	8	4	72	40	15	14	11	0
rg05_theta12p495_foilpm3	0	1	8	5	97	48	20	15	13	0
rg05_theta12p495_foilpm3	0	1	8	6	15	0	3	0	0	15
rg05_theta12p495_foilpm3	0	2	0	2	66	33	14	9	9	0
rg05_theta12p495_foilpm3	0	2	0	3	88	42	18	15	11	0
rg05_theta12p495_foilpm3	0	2	0	4	108	56	22	18	15	0
rg05_theta12p495_foilpm3	0	2	0	5	161	85	33	26	22	0
rg05_theta12p495_foilpm3	0	2	0	6	3	0	1	0	0	3
rg05_theta12p495_foilpm3	0	2	1	1	20	0	4	0	0	20
rg05_theta12p495_foilpm3	0	2	1	2	90	42	18	16	11	0
rg05_theta12p495_foilpm3	0	2	1	3	123	52	25	21	13	0
rg05_theta12p495_foilpm3	0	2	1	4	157	78	32	24	20	0
rg05_theta12p495_foilpm3	0	2	1	5	208	96	42	35	24	0
rg05_theta12p495_foilpm3	0	2	1	6	188	94	38	27	24	0
rg05_theta12p495_foilpm3	0	2	2	1	55	27	11	9	7	0
rg05_theta12p495_foilpm3	0	2	2	2	98	52	20	16	14	0
rg05_theta12p495_foilpm3	0	2	2	3	1	0	1	0	0	1
rg05_theta12p495_foilpm3	0	2	2	4	177	84	36	28	22	0
rg05_theta12p495_foilpm3	0	2	2	5	273	133	55	45	34	0
rg05_theta12p495_foilpm3	0	2	2	6	289	149	58	46	38	0
rg05_theta12p495_foilpm3	0	2	3	1	80	42	16	11	11	0
rg05_theta12p495_foilpm3	0	2	3	2	137	67	28	20	17	0
rg05_theta12p495_foilpm3	0	2	3	3	197	102	40	29	26	0
rg05_theta12p495_foilpm3	0	2	3	4	278	142	56	43	36	0
rg05_theta12p495_foilpm3	0	2	3	5	322	156	65	50	40	0
rg05_theta12p495_foilpm3	0	2	3	6	377	191	76	61	48	0
rg05_theta12p495_foilpm3	0	2	4	1	68	36	14	10	10	0
rg05_theta12p495_foilpm3	0	2	4	2	144	69	29	23	18	0
rg05_theta12p495_foilpm3	0	2	4	3	187	88	38	34	23	0
rg05_theta12p495_foilpm3	0	2	4	4	76	39	16	11	10	0
rg05_theta12p495_foilpm3	0	2	4	5	332	162	67	54	41	0
rg05_theta12p495_foilpm3	0	2	4	6	383	188	77	66	48	0
rg05_theta12p495_foilpm3	0	2	5	1	73	38	15	14	10	0
rg05_theta12p495_foilpm3	0	2	5	2	117	59	24	19	15	0
rg05_theta12p495_foilpm3	0	2	5	3	180	89	36	29	23	0
rg05_theta12p495_foilpm3	0	2	5	4	236	112	48	41	29	0
rg05_theta12p495_foilpm3	0	2	5	5	10	0	2	0	0	10
rg05_theta12p495_foilpm3	0	2	5	6	407	212	82	64	54	0
rg05_theta12p495_foilpm3	0	2	6	1	66	32	14	10	9	0
rg05_theta12p495_foilpm3	0	2	6	2	98	49	20	17	13	0
rg05_theta12p495_foilpm3	0	2	6	3	167	83	34	30	21	0
rg05_theta12p495_foilpm3	0	2	6	4	237	120	48	39	31	0
rg05_theta12p495_foilpm3	0	2	6	5	283	151	57	44	38	0
rg05_theta12p495_foilpm3	0	2	6	6	328	165	66	50	42	0
rg05_theta12p495_foilpm3	0	2	7	1	23	0	5	0	0	23
rg05_theta12p495_foilpm3	0	2	7	2	78	42	16	14	11	0
rg05_theta12p495_foilpm3	0	2	7	3	134	68	27	22	17	0
rg05_theta12p495_foilpm3	0	2	7	4	154	77	31	28	20	0
rg05_theta12p495_foilpm3	0	2	7	5	222	116	45	35	29	0
rg05_theta12p495_foilpm3	0	2	7	6	230	117	46	38	30	0
rg05_theta12p495_foilpm3	0	2	8	2	54	28	11	8	8	0
rg05_theta12p495_foilpm3	0	2	8	3	93	52	19	16	13	0
rg05_theta12p495_foilpm3	0	2	8	4	118	64	24	19	16	0
rg05_theta12p495_foilpm3	0	2	8	5	149	81	30	22	21	0
rg05_theta12p495_foilpm3	0	2	8	6	4	0	1	0	0	4
rg05_theta12p495_foilpm3	0	3	0	2	30	15	6	4	4	0
rg05_theta12p495_foilpm3	0	3	0	3	81	40	17	14	10	0
rg05_theta12p495_foilpm3	0	3	0	4	102	44	21	18	12	0
rg05_theta12p495_foilpm3	0	3	0	5	127	61	26	20	16	0
rg05_theta12p495_foilpm3	0	3	0	6	3	0	1	0	0	3
rg05_theta12p495_foilpm3	0	3	1	1	4	0	1	0	0	4
rg05_theta12p495_foilpm3	0	3	1	2	42	22	9	7	6	0
rg05_theta12p495_foilpm3	0	3	1	3	92	46	19	15	12	0
rg05_theta12p495_foilpm3	0	3	1	4	134	67	27	25	17	0
rg05_theta12p495_foilpm3	0	3	1	5	196	89	40	26	23	0
rg05_theta12p495_foilpm3	0	3	1	6	228	104	46	29	26	0
rg05_theta12p495_foilpm3	0	3	2	1	35	17	7	6	5	0
rg05_theta12p495_foilpm3	0	3	2	2	69	36	14	13	10	0
rg05_theta12p495_foilpm3	0	3	2	3	1	0	1	0	0	1
rg05_theta12p495_foilpm3	0	3	2	4	189	95	38	30	24	0
rg05_theta12p495_foilpm3	0	3	2	5	232	112	47	36	28	0
rg05_theta12p495_foilpm3	0	3	2	6	318	159	64	49	40	0
rg05_theta12p495_foilpm3	0	3	3	1	58	27	12	10	7	0
rg05_theta12p495_foilpm3	0	3	3	2	99	42	20	15	11	0
rg05_theta12p495_foilpm3	0	3	3	3	124	59	25	19	15	0
rg05_theta12p495_foilpm3	0	3	3	4	192	93	39	31	24	0
rg05_theta12p495_foilpm3	0	3	3	5	257	127	52	44	32	0
rg05_theta12p495_foilpm3	0	3	3	6	323	153	65	51	39	0
rg05_theta12p495_foilpm3	0	3	4	1	51	26	11	9	7	0
rg05_theta12p495_foilpm3	0	3	4	2	115	52	23	18	14	0
rg05_theta12p495_foilpm3	0	3	4	3	156	76	32	23	19	0
rg05_theta12p495_foilpm3	0	3	4	4	53	23	11	9	6	0
rg05_theta12p495_foilpm3	0	3	4	5	298	149	60	43	38	0
rg05_theta12p495_foilpm3	0	3	4	6	401	199	81	63	50	0
rg05_theta12p495_foilpm3	0	3	5	1	60	29	12	10	8	0
rg05_theta12p495_foilpm3	0	3	5	2	106	48	22	14	13	0
rg05_theta12p495_foilpm3	0	3	5	3	127	60	26	20	16	0
rg05_theta12p495_foilpm3	0	3	5	4	218	112	44	32	29	0
rg05_theta12p495_foilpm3	0	3	5	5	3	0	1	0	0	3
rg05_theta12p495_foilpm3	0	3	5	6	356	172	72	52	43	0
rg05_theta12p495_foilpm3	0	3	6	1	42	20	9	7	5	0
rg05_theta12p495_foilpm3	0	3	6	2	85	44	17	11	11	0
rg05_theta12p495_foilpm3	0	3	6	3	115	56	23	20	14	0
rg05_theta12p495_foilpm3	0	3	6	4	156	68	32	23	18	0
rg05_theta12p495_foilpm3	0	3	6	5	250	121	50	39	31	0
rg05_theta12p495_foilpm3	0	3	6	6	318	154	64	44	39	0
rg05_theta12p495_foilpm3	0	3	7	1	23	0	5	0	0	23
rg05_theta12p495_foilpm3	0	3	7	2	71	36	15	8	10	0
rg05_theta12p495_foilpm3	0	3	7	3	71	33	15	7	9	0
rg05_theta12p495_foilpm3	0	3	7	4	150	73	30	26	19	0
rg05_theta12p495_foilpm3	0	3	7	5	196	87	40	29	22	0
rg05_theta12p495_foilpm3	0	3	7	6	238	121	48	34	31	0
rg05_theta12p495_foilpm3	0	3	8	2	31	16	7	4	5	0
rg05_theta12p495_foilpm3	0	3	8	3	80	36	16	12	10	0
rg05_theta12p495_foilpm3	0	3	8	4	102	44	21	15	11	0
rg05_theta12p495_foilpm3	0	3	8	5	128	60	26	16	16	0
rg05_theta12p495_foilpm3	0	3	8	6	2	0	1	0	0	2
rg05_theta12p495_foilpm3	0	4	0	2	12	0	3	0	0	12
rg05_theta12p495_foilpm3	0	4	0	3	37	20	8	6	5	0
rg05_theta12p495_foilpm3	0	4	0	4	53	28	11	10	8	0
rg05_theta12p495_foilpm3	0	4	0	5	79	43	16	11	11	0
rg05_theta12p495_foilpm3	0	4	0	6	2	0	1	0	0	2
rg05_theta12p495_foilpm3	0	4	1	1	5	0	1	0	0	5
rg05_theta12p495_foilpm3	0	4	1	2	30	15	6	4	4	0
rg05_theta12p495_foilpm3	0	4	1	3	39	19	8	6	5	0
rg05_theta12p495_foilpm3	0	4	1	4	84	44	17	14	11	0
rg05_theta12p495_foilpm3	0	4	1	5	128	64	26	23	16	0
rg05_theta12p495_foilpm3	0	4	1	6	179	95	36	29	24	0
rg05_theta12p495_foilpm3	0	4	2	1	21	0	5	0	0	21
rg05_theta12p495_foilpm3	0	4	2	2	42	21	9	8	6	0
rg05_theta12p495_foilpm3	0	4	2	4	104	58	21	19	15	0
rg05_theta12p495_foilpm3	0	4	2	5	156	76	32	25	20	0
rg05_theta12p495_foilpm3	0	4	2	6	222	111	45	36	28	0
rg05_theta12p495_foilpm3	0	4	3	1	32	16	7	5	5	0
rg05_theta12p495_foilpm3	0	4	3	2	50	29	10	6	8	0
rg05_theta12p495_foilpm3	0	4	3	3	75	40	15	12	11	0
rg05_theta12p495_foilpm3	0	4	3	4	129	63	26	19	16	0
rg05_theta12p495_foilpm3	0	4	3	5	193	95	39	29	24	0
rg05_theta12p495_foilpm3	0	4	3	6	284	144	57	43	36	0
rg05_theta12p495_foilpm3	0	4	4	1	36	19	8	4	5	0
rg05_theta12p495_foilpm3	0	4	4	2	45	24	9	7	6	0
rg05_theta12p495_foilpm3	0	4	4	3	75	35	15	12	9	0
rg05_theta12p495_foilpm3	0	4	4	4	40	20	8	7	6	0
rg05_theta12p495_foilpm3	0	4	4	5	206	101	42	34	26	0
rg05_theta12p495_foilpm3	0	4	4	6	283	140	57	45	35	0
rg05_theta12p495_foilpm3	0	4	5	1	27	13	6	5	4	0
rg05_theta12p495_foilpm3	0	4	5	2	52	26	11	9	7	0
rg05_theta12p495_foilpm3	0	4	5	3	83	47	17	15	12	0
rg05_theta12p495_foilpm3	0	4	5	4	128	66	26	22	17	0
rg05_theta12p495_foilpm3	0	4	5	5	5	0	1	0	0	5
rg05_theta12p495_foilpm3	0	4	5	6	251	121	51	41	31	0
rg05_theta12p495_foilpm3	0	4	6	1	15	0	3	0	0	15
rg05_theta12p495_foilpm3	0	4	6	2	34	16	7	5	4	0
rg05_theta12p495_foilpm3	0	4	6	3	63	32	13	11	8	0
rg05_theta12p495_foilpm3	0	4	6	4	87	44	18	16	11	0
rg05_theta12p495_foilpm3	0	4	6	5	155	76	31	23	20	0
rg05_theta12p495_foilpm3	0	4	6	6	233	110	47	33	28	0
rg05_theta12p495_foilpm3	0	4	7	1	3	0	1	0	0	3
rg05_theta12p495_foilpm3	0	4	7	2	20	0	4	0	0	20
rg05_theta12p495_foilpm3	0	4	7	3	57	32	12	8	8	0
rg05_theta12p495_foilpm3	0	4	7	4	66	35	14	13	9	0
rg05_theta12p495_foilpm3	0	4	7	5	109	56	22	19	14	0
rg05_theta12p495_foilpm3	0	4	7	6	166	83	34	22	21	0
rg05_theta12p495_foilpm3	0	4	8	2	3	0	1	0	0	3
rg05_theta12p495_foilpm3	0	4	8	3	31	14	7	5	4	0
rg05_theta12p495_foilpm3	0	4	8	4	64	32	13	11	8	0
rg05_theta12p495_foilpm3	0	4	8	5	86	40	18	12	10	0
rg05_theta12p495_foilpm3	0	4	8	6	2	0	1	0	0	2
rg05_theta12p495_foilpm3	1	0	0	2	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	0	0	3	22	0	5	0	0	22
rg05_theta12p495_foilpm3	1	0	0	4	44	20	9	3	5	0
rg05_theta12p495_foilpm3	1	0	0	5	52	24	11	5	6	0
rg05_theta12p495_foilpm3	1	0	0	6	47	19	10	5	5	0
rg05_theta12p495_foilpm3	1	0	1	2	31	12	7	2	3	0
rg05_theta12p495_foilpm3	1	0	1	3	29	14	6	5	4	0
rg05_theta12p495_foilpm3	1	0	1	4	53	24	11	9	6	0
rg05_theta12p495_foilpm3	1	0	1	5	57	25	12	9	7	0
rg05_theta12p495_foilpm3	1	0	1	6	64	26	13	7	7	0
rg05_theta12p495_foilpm3	1	0	1	7	2	0	1	0	0	2
rg05_theta12p495_foilpm3	1	0	2	2	31	13	7	5	4	0
rg05_theta12p495_foilpm3	1	0	2	3	4	0	1	0	0	4
rg05_theta12p495_foilpm3	1	0	2	4	62	25	13	13	7	0
rg05_theta12p495_foilpm3	1	0	2	5	62	25	13	10	7	0
rg05_theta12p495_foilpm3	1	0	2	6	120	39	24	15	10	0
rg05_theta12p495_foilpm3	1	0	2	7	11	0	3	0	0	11
rg05_theta12p495_foilpm3	1	0	3	2	40	15	8	7	4	0
rg05_theta12p495_foilpm3	1	0	3	3	54	22	11	9	6	0
rg05_theta12p495_foilpm3	1	0	3	4	64	28	13	8	8	0
rg05_theta12p495_foilpm3	1	0	3	5	79	33	16	9	9	0
rg05_theta12p495_foilpm3	1	0	3	6	109	44	22	9	11	0
rg05_theta12p495_foilpm3	1	0	3	7	24	0	5	0	0	24
rg05_theta12p495_foilpm3	1	0	4	2	36	12	8	2	3	0
rg05_theta12p495_foilpm3	1	0	4	3	54	31	11	11	8	0
rg05_theta12p495_foilpm3	1	0	4	4	25	13	5	4	4	0
rg05_theta12p495_foilpm3	1	0	4	5	83	39	17	13	10	0
rg05_theta12p495_foilpm3	1	0	4	6	127	58	26	17	15	0
rg05_theta12p495_foilpm3	1	0	4	7	25	12	5	2	3	0
rg05_theta12p495_foilpm3	1	0	5	2	32	15	7	5	4	0
rg05_theta12p495_foilpm3	1	0	5	3	53	23	11	7	6	0
rg05_theta12p495_foilpm3	1	0	5	4	67	36	14	11	9	0
rg05_theta12p495_foilpm3	1	0	5	5	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	0	5	6	105	45	21	16	12	0
rg05_theta12p495_foilpm3	1	0	5	7	15	0	3	0	0	15
rg05_theta12p495_foilpm3	1	0	6	2	17	0	4	0	0	17
rg05_theta12p495_foilpm3	1	0	6	3	41	18	9	3	5	0
rg05_theta12p495_foilpm3	1	0	6	4	55	26	11	7	7	0
rg05_theta12p495_foilpm3	1	0	6	5	78	38	16	12	10	0
rg05_theta12p495_foilpm3	1	0	6	6	87	38	18	11	10	0
rg05_theta12p495_foilpm3	1	0	6	7	11	0	3	0	0	11
rg05_theta12p495_foilpm3	1	0	7	2	12	0	3	0	0	12
rg05_theta12p495_foilpm3	1	0	7	3	25	12	5	2	4	0
rg05_theta12p495_foilpm3	1	0	7	4	44	24	9	8	7	0
rg05_theta12p495_foilpm3	1	0	7	5	50	24	10	3	6	0
rg05_theta12p495_foilpm3	1	0	7	6	89	40	18	14	10	0
rg05_theta12p495_foilpm3	1	0	7	7	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	0	8	2	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	0	8	3	11	0	3	0	0	11
rg05_theta12p495_foilpm3	1	0	8	4	15	0	3	0	0	15
rg05_theta12p495_foilpm3	1	0	8	5	31	15	7	5	4	0
rg05_theta12p495_foilpm3	1	0	8	6	40	18	8	5	5	0
rg05_theta12p495_foilpm3	1	0	8	7	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	1	0	2	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	1	0	3	48	22	10	8	6	0
rg05_theta12p495_foilpm3	1	1	0	4	59	28	12	10	8	0
rg05_theta12p495_foilpm3	1	1	0	5	76	37	16	10	10	0
rg05_theta12p495_foilpm3	1	1	0	6	85	40	17	8	11	0
rg05_theta12p495_foilpm3	1	1	1	2	32	17	7	4	5	0
rg05_theta12p495_foilpm3	1	1	1	3	52	24	11	10	7	0
rg05_theta12p495_foilpm3	1	1	1	4	76	32	16	13	9	0
rg05_theta12p495_foilpm3	1	1	1	5	120	59	24	16	15	0
rg05_theta12p495_foilpm3	1	1	1	6	142	72	29	23	18	0
rg05_theta12p495_foilpm3	1	1	1	7	2	0	1	0	0	2
rg05_theta12p495_foilpm3	1	1	2	2	46	22	10	8	6	0
rg05_theta12p495_foilpm3	1	1	2	3	4	0	1	0	0	4
rg05_theta12p495_foilpm3	1	1	2	4	135	69	27	18	18	0
rg05_theta12p495_foilpm3	1	1	2	5	116	58	24	15	15	0
rg05_theta12p495_foilpm3	1	1	2	6	167	77	34	25	20	0
rg05_theta12p495_foilpm3	1	1	2	7	101	50	21	19	13	0
rg05_theta12p495_foilpm3	1	1	3	2	32	16	7	5	5	0
rg05_theta12p495_foilpm3	1	1	3	3	68	36	14	13	9	0
rg05_theta12p495_foilpm3	1	1	3	4	138	73	28	23	19	0
rg05_theta12p495_foilpm3	1	1	3	5	163	84	33	24	21	0
rg05_theta12p495_foilpm3	1	1	3	6	188	97	38	26	25	0
rg05_theta12p495_foilpm3	1	1	3	7	198	100	40	37	25	0
rg05_theta12p495_foilpm3	1	1	4	2	47	24	10	8	7	0
rg05_theta12p495_foilpm3	1	1	4	3	102	53	21	16	14	0
rg05_theta12p495_foilpm3	1	1	4	4	45	24	9	7	6	0
rg05_theta12p495_foilpm3	1	1	4	5	177	86	36	31	22	0
rg05_theta12p495_foilpm3	1	1	4	6	202	101	41	36	26	0
rg05_theta12p495_foilpm3	1	1	4	7	213	111	43	38	28	0
rg05_theta12p495_foilpm3	1	1	5	2	48	27	10	8	7	0
rg05_theta12p495_foilpm3	1	1	5	3	66	32	14	10	9	0
rg05_theta12p495_foilpm3	1	1	5	4	132	68	27	20	17	0
rg05_theta12p495_foilpm3	1	1	5	5	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	1	5	6	246	115	50	41	29	0
rg05_theta12p495_foilpm3	1	1	5	7	190	100	38	29	26	0
rg05_theta12p495_foilpm3	1	1	6	2	31	15	7	6	4	0
rg05_theta12p495_foilpm3	1	1	6	3	69	36	14	10	9	0
rg05_theta12p495_foilpm3	1	1	6	4	100	48	20	16	13	0
rg05_theta12p495_foilpm3	1	1	6	5	156	85	32	28	22	0
rg05_theta12p495_foilpm3	1	1	6	6	169	87	34	29	22	0
rg05_theta12p495_foilpm3	1	1	6	7	135	72	27	23	18	0
rg05_theta12p495_foilpm3	1	1	7	2	31	14	7	4	4	0
rg05_theta12p495_foilpm3	1	1	7	3	51	28	11	5	7	0
rg05_theta12p495_foilpm3	1	1	7	4	84	39	17	15	10	0
rg05_theta12p495_foilpm3	1	1	7	5	101	48	21	17	12	0
rg05_theta12p495_foilpm3	1	1	7	6	125	64	25	20	17	0
rg05_theta12p495_foilpm3	1	1	7	7	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	1	8	2	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	1	8	3	34	18	7	6	5	0
rg05_theta12p495_foilpm3	1	1	8	4	54	27	11	9	7	0
rg05_theta12p495_foilpm3	1	1	8	5	74	36	15	13	9	0
rg05_theta12p495_foilpm3	1	1	8	6	115	59	23	21	15	0
rg05_theta12p495_foilpm3	1	1	8	7	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	2	0	2	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	2	0	3	41	22	9	8	6	0
rg05_theta12p495_foilpm3	1	2	0	4	73	40	15	12	10	0
rg05_theta12p495_foilpm3	1	2	0	5	108	54	22	15	14	0
rg05_theta12p495_foilpm3	1	2	0	6	123	62	25	18	16	0
rg05_theta12p495_foilpm3	1	2	0	7	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	2	1	2	53	26	11	9	7	0
rg05_theta12p495_foilpm3	1	2	1	3	80	36	16	13	9	0
rg05_theta12p495_foilpm3	1	2	1	4	147	68	30	23	18	0
rg05_theta12p495_foilpm3	1	2	1	5	182	89	37	24	23	0
rg05_theta12p495_foilpm3	1	2	1	6	217	100	44	33	25	0
rg05_theta12p495_foilpm3	1	2	2	2	61	30	13	11	8	0
rg05_theta12p495_foilpm3	1	2	2	3	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	2	2	4	174	87	35	23	22	0
rg05_theta12p495_foilpm3	1	2	2	5	217	110	44	36	28	0
rg05_theta12p495_foilpm3	1	2	2	6	279	140	56	37	36	0
rg05_theta12p495_foilpm3	1	2	2	7	291	156	59	46	39	0
rg05_theta12p495_foilpm3	1	2	3	2	85	45	17	11	12	0
rg05_theta12p495_foilpm3	1	2	3	3	123	66	25	22	17	0
rg05_theta12p495_foilpm3	1	2	3	4	239	126	48	40	32	0
rg05_theta12p495_foilpm3	1	2	3	5	303	153	61	48	39	0
rg05_theta12p495_foilpm3	1	2	3	6	359	188	72	56	48	0
rg05_theta12p495_foilpm3	1	2	3	7	379	204	76	63	52	0
rg05_theta12p495_foilpm3	1	2	4	2	82	40	17	15	10	0
rg05_theta12p495_foilpm3	1	2	4	3	142	68	29	23	18	0
rg05_theta12p495_foilpm3	1	2	4	4	70	36	14	12	10	0
rg05_theta12p495_foilpm3	1	2	4	5	313	156	63	52	39	0
rg05_theta12p495_foilpm3	1	2	4	6	370	191	74	65	48	0
rg05_theta12p495_foilpm3	1	2	4	7	437	237	88	77	60	0
rg05_theta12p495_foilpm3	1	2	5	2	93	47	19	17	12	0
rg05_theta12p495_foilpm3	1	2	5	3	133	71	27	23	18	0
rg05_theta12p495_foilpm3	1	2	5	4	225	113	45	38	29	0
rg05_theta12p495_foilpm3	1	2	5	5	4	0	1	0	0	4
rg05_theta12p495_foilpm3	1	2	5	6	381	193	77	62	49	0
rg05_theta12p495_foilpm3	1	2	5	7	382	201	77	66	51	0
rg05_theta12p495_foilpm3	1	2	6	2	68	37	14	12	10	0
rg05_theta12p495_foilpm3	1	2	6	3	108	59	22	18	15	0
rg05_theta12p495_foilpm3	1	2	6	4	165	87	33	24	22	0
rg05_theta12p495_foilpm3	1	2	6	5	238	129	48	38	33	0
rg05_theta12p495_foilpm3	1	2	6	6	336	176	68	56	45	0
rg05_theta12p495_foilpm3	1	2	6	7	298	163	60	53	41	0
rg05_theta12p495_foilpm3	1	2	7	2	62	34	13	10	9	0
rg05_theta12p495_foilpm3	1	2	7	3	79	40	16	14	11	0
rg05_theta12p495_foilpm3	1	2	7	4	143	79	29	23	20	0
rg05_theta12p495_foilpm3	1	2	7	5	190	104	38	30	27	0
