rungroup	foil	ndel	xscol	yscol	status	n_dev	n_core_dev	peak_x	peak_y	center_x	center_y	peak_density	background	shift
rg01_theta12p490_foil0	0	2	2	6	accepted	2024	1597	-5.3229065123569805	2.987891650703475	-5.336829576721471	2.962264555049321	13.648664805583026	0.13593476725245468	0.0029390893315208414
rg01_theta12p490_foil0	0	2	2	7	accepted	180	151	-5.407354893227943	4.250174666185335	-5.407081301916389	4.269025893395407	1.3937910555537059	0.015256487847734467	0.0010970800556838836
rg01_theta12p490_foil0	0	2	3	1	accepted	190	159	-2.8739034670990935	-4.585806442187678	-2.821791975253947	-4.604953837359867	1.452961423143784	0.014591736637142715	0.0052544830835963875
rg01_theta12p490_foil0	0	2	3	2	accepted	708	573	-2.789455086228131	-3.1215581442287217	-2.8237349763012602	-3.1325069166104735	4.814801626491912	0.04905926888458232	0.008253623049438585
rg01_theta12p490_foil0	0	2	3	3	accepted	1151	919	-2.789455086228131	-1.6068185256504912	-2.829196260377837	-1.5907812923745568	7.788587370915777	0.06305030210722035	0.0035674678635139755
rg01_theta12p490_foil0	0	2	3	4	accepted	1604	1276	-2.8739034670990935	-0.09207890707226056	-2.833608838796262	-0.08731247964679822	10.839894706337121	0.1293163535643938	0.0013224958006644815
rg01_theta12p490_foil0	0	2	3	5	accepted	1982	1628	-2.789455086228131	1.4226607115059708	-2.81982790008409	1.423268526107568	13.710845872726658	0.17176125500284478	0.007462210016527763
rg01_theta12p490_foil0	0	2	3	6	accepted	2417	1945	-2.789455086228131	2.9374003300842007	-2.7842264968683073	2.9522271624662753	16.934311620000607	0.18060255841848485	0.0018083014240658595
rg01_theta12p490_foil0	0	2	3	7	accepted	617	527	-2.8739034670990935	4.300665986804608	-2.8707736497500527	4.3109724230577156	4.977122180505159	0.04267371329300583	0.006190276042210098
rg01_theta12p490_foil0	0	2	4	1	accepted	232	197	-0.3404520409702433	-4.585806442187678	-0.30133645602954967	-4.591313375654767	1.8983400670207264	0.013306340392142443	0.004611507373308919
rg01_theta12p490_foil0	0	2	4	2	accepted	792	661	-0.25600366009928194	-3.1215581442287217	-0.28913496478779716	-3.129942303612258	5.669336300575839	0.05123675967332798	0.005613396385551652
rg01_theta12p490_foil0	0	2	4	3	accepted	1242	1004	-0.25600366009928194	-1.6068185256504912	-0.25528078305749485	-1.5840912886931662	8.723218826263748	0.0701463366697668	0.0034311335338480745
rg01_theta12p490_foil0	0	2	4	4	accepted	477	393	-0.25600366009928194	-0.09207890707226056	-0.2990258850251707	-0.08071989642928949	3.7150076103311003	0.08720401148969137	0.005939454407962036
rg01_theta12p490_foil0	0	2	4	5	accepted	2246	1776	-0.25600366009928194	1.4226607115059708	-0.2763363041175697	1.4350686480358898	15.499048492413669	0.11311625982764495	0.0023262860410690244
rg01_theta12p490_foil0	0	2	4	6	accepted	2759	2228	-0.25600366009928194	2.9374003300842007	-0.2801940589582256	2.9583649222594497	19.527035917163644	0.19148155044039145	0.0034847482661468
rg01_theta12p490_foil0	0	2	4	7	accepted	835	721	-0.3404520409702433	4.300665986804608	-0.3364898748939212	4.321715589568052	6.865818693296134	0.052693975320292206	0.0027628599457503017
rg01_theta12p490_foil0	0	2	5	1	accepted	222	199	2.192999385158607	-4.535315121568404	2.154180159582066	-4.535192309681624	1.889582839755509	0.012824259766756201	0.007626799448202789
rg01_theta12p490_foil0	0	2	5	2	accepted	756	617	2.277447766029568	-3.1215581442287217	2.244652675921547	-3.1184603794970096	5.264363636538456	0.055882270091741626	0.005752170645726121
rg01_theta12p490_foil0	0	2	5	3	accepted	1128	894	2.277447766029568	-1.6068185256504912	2.2736864801545473	-1.5919316393615162	7.638845541464411	0.10297162211390093	0.002013897622959049
rg01_theta12p490_foil0	0	2	5	4	accepted	1657	1324	2.277447766029568	-0.04158758645298616	2.2908119251938674	-0.06540441118171778	11.413918670748513	0.09088842793437246	0.0023763735083134354
rg01_theta12p490_foil0	0	2	5	5	unstable	37	0	0.33513500599745	1.4226607115059708	nan	nan	5.107164334963771	0.07719079048854727	nan
rg01_theta12p490_foil0	0	2	5	6	accepted	2544	2070	2.192999385158607	2.987891650703475	2.2267603635359157	2.9648461614383494	18.067819912423033	0.12765435440439446	0.002818470543709029
rg01_theta12p490_foil0	0	2	5	7	accepted	586	505	2.192999385158607	4.300665986804608	2.1864964774895626	4.298323394921541	4.927209551718471	0.0426688144640128	0.0016090759586803508
rg01_theta12p490_foil0	0	2	6	1	accepted	117	103	4.557554049545533	-4.48482380094913	4.592709241365807	-4.470977380785856	0.9332440067202736	0.00775983867377782	0.006034257339263796
rg01_theta12p490_foil0	0	2	6	2	accepted	634	524	4.726450811287457	-3.1215581442287217	4.762832921402222	-3.121225326290641	4.454146083647905	0.0461606773662886	0.002712698482626872
rg01_theta12p490_foil0	0	2	6	3	accepted	966	785	4.810899192158419	-1.6068185256504912	4.802785848395345	-1.58986796223466	6.968315661853044	0.06787465197026563	0.00411253071647947
rg01_theta12p490_foil0	0	2	6	4	accepted	1375	1105	4.810899192158419	-0.09207890707226056	4.810564344519753	-0.07238424718832222	9.589290871153754	0.10595831420873733	0.0026207337675806575
rg01_theta12p490_foil0	0	2	6	5	accepted	1744	1426	4.810899192158419	1.473152032125245	4.780531189452845	1.465586006559881	12.343508901848047	0.09589901883424082	0.00227092915828059
rg01_theta12p490_foil0	0	2	6	6	accepted	2188	1815	4.810899192158419	2.987891650703475	4.776260527798497	2.9927516427394414	15.707850793604004	0.12680030192087188	0.0019228905687935542
rg01_theta12p490_foil0	0	2	6	7	accepted	177	145	4.810899192158419	4.250174666185335	4.7905063610637475	4.261259847650749	1.396760449785103	0.02586064992746507	0.010772872150144733
rg01_theta12p490_foil0	0	2	7	1	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	2	7	2	accepted	452	383	7.259902237416306	-3.1215581442287217	7.255055829872886	-3.1380866329532404	3.3031227504788947	0.026580934428751337	0.004353145811765573
rg01_theta12p490_foil0	0	2	7	3	accepted	732	588	7.259902237416306	-1.6068185256504912	7.292097103594626	-1.5920575006327082	5.266335481199347	0.049603331979734905	0.003984107617536713
rg01_theta12p490_foil0	0	2	7	4	accepted	1085	884	7.259902237416306	-0.04158758645298616	7.290113626070847	-0.058241664124081924	7.746645287718778	0.07648384892658089	0.0007201523511600121
rg01_theta12p490_foil0	0	2	7	5	accepted	1447	1193	7.344350618287267	1.473152032125245	7.3293106919134585	1.4638122459544052	10.212155202530312	0.09924695828327527	0.0019877852019307275
rg01_theta12p490_foil0	0	2	7	6	accepted	1704	1359	7.428798999158229	2.987891650703475	7.4097931406611925	3.006580305576725	12.1037902224556	0.07343606459514063	0.004399797127817017
rg01_theta12p490_foil0	0	2	7	7	low_stats	3	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	2	8	2	accepted	286	240	9.793353663545156	-3.1215581442287217	9.762617351603026	-3.129675493284361	2.1644017350870968	0.0050960331015602964	0.005411066898422931
rg01_theta12p490_foil0	0	2	8	3	accepted	484	401	9.624456901803233	-1.556327205031217	9.655835724394132	-1.5611451169810868	3.643782617170475	0.020722298444768	0.00041816244349569473
rg01_theta12p490_foil0	0	2	8	4	accepted	766	591	9.708905282674195	-0.09207890707226056	9.685940215744141	-0.06908587400950363	5.37566780328434	0.04439719252067256	0.0038139808648196038
rg01_theta12p490_foil0	0	2	8	5	accepted	1076	869	9.877802044416118	1.4226607115059708	9.884282905154688	1.4305427175486085	7.622651720087845	0.05637075762697556	0.0033350786291755675
rg01_theta12p490_foil0	0	2	8	6	accepted	604	490	10.131147187029	2.9374003300842007	10.0972082702077	2.9193790389897982	4.288109461194406	0.024963858862258756	0.0075042942732806315
rg01_theta12p490_foil0	0	3	0	2	accepted	144	107	-10.476549690808975	-3.125140776436307	-10.447784111655412	-3.126343476881435	0.9994468151058591	0.012365381106237522	0.013745433949460708
rg01_theta12p490_foil0	0	3	0	3	accepted	432	338	-10.307633172845376	-1.5611905700414828	-10.268201425928845	-1.5576441977575244	2.98309296667543	0.04144064190912614	0.0014193966990116524
rg01_theta12p490_foil0	0	3	0	4	accepted	552	440	-10.223174913863573	-0.04769037030455574	-10.197660214838344	-0.04610293204985715	3.786128441148122	0.060530089921852756	0.007291008692195215
rg01_theta12p490_foil0	0	3	0	5	accepted	818	630	-10.307633172845376	1.4658098294323705	-10.343526969659726	1.4430958147324777	5.456860009001591	0.07914324392182187	0.004077732341151723
rg01_theta12p490_foil0	0	3	0	6	accepted	166	124	-10.392091431827176	2.777510002537707	-10.35759063281366	2.802881362765494	1.1569192859376825	0.02965707609083387	0.004590996248273923
rg01_theta12p490_foil0	0	3	0	7	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	3	1	1	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	3	1	2	accepted	315	242	-7.858343662373157	-3.226040789752102	-7.890106850479487	-3.2079877345054184	1.917788807309164	0.027505069808710304	0.009878337688470037
rg01_theta12p490_foil0	0	3	1	3	accepted	574	441	-7.858343662373157	-1.6116405766993802	-7.886599938815059	-1.6053589897391662	3.754712420786608	0.05157710718652948	0.0005603586805922483
rg01_theta12p490_foil0	0	3	1	4	accepted	834	646	-7.858343662373157	-0.04769037030455574	-7.868774837551209	-0.06719489191644312	5.512215118281483	0.11315787357343493	0.006240090528439977
rg01_theta12p490_foil0	0	3	1	5	accepted	1171	877	-7.942801921354956	1.4153598227744728	-7.907779116890058	1.4185433558119431	7.691471078449382	0.16084360673032602	0.011105757718156785
rg01_theta12p490_foil0	0	3	1	6	accepted	1524	1166	-7.942801921354956	2.9288600225114005	-7.911339865484544	2.929546286628798	10.133925225720866	0.12141623744731825	0.003452288900964739
rg01_theta12p490_foil0	0	3	1	7	unstable	12	0	-8.027260180336757	3.836960142353556	nan	nan	0.06947058736726551	0.020685493703922385	nan
rg01_theta12p490_foil0	0	3	2	1	accepted	109	86	-5.324595892919136	-4.739540989489028	-5.288885331443018	-4.76072995100784	0.7765737684364635	0.007556628085028852	0.016302198374252508
rg01_theta12p490_foil0	0	3	2	2	accepted	444	336	-5.324595892919136	-3.226040789752102	-5.3482302347715445	-3.209484678954552	2.850160882377067	0.03183653427272379	0.0034995245216048617
rg01_theta12p490_foil0	0	3	2	3	weak_peak	15	0	-6.591469777646147	-1.4602905567256874	nan	nan	0.06101412651813473	0.04714087453631732	nan
rg01_theta12p490_foil0	0	3	2	4	accepted	1076	841	-5.409054151900937	-0.04769037030455574	-5.369569446044812	-0.056226723235082654	7.131171821505096	0.10129742706304241	0.005368700970047345
rg01_theta12p490_foil0	0	3	2	5	accepted	1439	1122	-5.409054151900937	1.4153598227744728	-5.39551285875633	1.4343287542265881	9.418894776822329	0.1722739576048955	0.006985573968690544
rg01_theta12p490_foil0	0	3	2	6	accepted	1917	1507	-5.409054151900937	2.9288600225114005	-5.367109513144994	2.946570608288499	12.78287753880501	0.2053557646285455	0.005685196229539545
rg01_theta12p490_foil0	0	3	2	7	accepted	632	508	-5.324595892919136	4.341460208932531	-5.346124324792691	4.330643924064415	4.617724048844509	0.05877385547197915	0.0005162417769725026
rg01_theta12p490_foil0	0	3	3	1	accepted	260	196	-2.7908481234651163	-4.789990996146926	-2.7834506337617553	-4.798223109193066	1.725149258562834	0.02109443084181605	0.00792111798937988
rg01_theta12p490_foil0	0	3	3	2	accepted	551	435	-2.7908481234651163	-3.226040789752102	-2.7935117326298515	-3.206798502347317	3.744387912881349	0.049916094244545975	0.006778130337362826
rg01_theta12p490_foil0	0	3	3	3	accepted	864	666	-2.7908481234651163	-1.6116405766993802	-2.819979618142507	-1.6333711962484532	5.586549695372311	0.0736144455403108	0.007083733869806562
rg01_theta12p490_foil0	0	3	3	4	accepted	1261	975	-2.7908481234651163	-0.04769037030455574	-2.823961508916732	-0.07200209054611231	8.291170528053655	0.1106290312715906	0.0018578859155549427
rg01_theta12p490_foil0	0	3	3	5	accepted	1744	1352	-2.875306382446917	1.4153598227744728	-2.846312334800003	1.4381709975891224	11.391674063323642	0.18466338273475494	0.0031120653427864904
rg01_theta12p490_foil0	0	3	3	6	accepted	2372	1855	-2.875306382446917	2.9793100291692975	-2.8320749731159354	2.959571199158527	16.041170975724793	0.25240092994516505	0.005278149302704177
rg01_theta12p490_foil0	0	3	3	7	accepted	1474	1163	-2.7908481234651163	4.391910215590429	-2.8286772967197265	4.38566065727867	10.661418169860744	0.1242566425168024	0.0024096861148602605
rg01_theta12p490_foil0	0	3	4	1	accepted	260	201	-0.25710035401109665	-4.789990996146926	-0.2560610783328644	-4.78254796628806	1.7755936414479772	0.02506710374553104	0.0037627886242077133
rg01_theta12p490_foil0	0	3	4	2	accepted	589	471	-0.25710035401109665	-3.226040789752102	-0.2673366533060966	-3.207121283350247	3.8938152925340823	0.0541112236195188	0.007238205248331903
rg01_theta12p490_foil0	0	3	4	3	accepted	967	751	-0.25710035401109665	-1.6116405766993802	-0.26649785676702514	-1.6035877589319318	6.211776330752936	0.0843140025337238	0.004307601688858556
rg01_theta12p490_foil0	0	3	4	4	accepted	386	295	-0.25710035401109665	-0.04769037030455574	-0.28614587767227095	-0.05835235339104795	2.7657665695320723	0.08327074255866784	0.004420775481196025
rg01_theta12p490_foil0	0	3	4	5	accepted	1908	1492	-0.3415586129928978	1.4658098294323705	-0.30013911756275047	1.4521490886595534	12.67378250282501	0.1432898696693608	0.0015492196387168488
rg01_theta12p490_foil0	0	3	4	6	accepted	2537	1935	-0.3415586129928978	2.9793100291692975	-0.3139001468494304	2.962874144670927	16.765703311120603	0.28309541193934096	0.003773161041148706
rg01_theta12p490_foil0	0	3	4	7	accepted	1744	1397	-0.3415586129928978	4.391910215590429	-0.3110301052601169	4.399186940990434	12.753503722538177	0.14279778794878664	0.0010037397245890262
rg01_theta12p490_foil0	0	3	5	1	accepted	187	135	2.107730897479321	-4.689090982831131	2.1507940527874188	-4.674587868961132	1.2108276073022202	0.021695499554537902	0.017933804118390934
rg01_theta12p490_foil0	0	3	5	2	accepted	527	400	2.2766474154429224	-3.1755907830942043	2.2429350381683846	-3.1985716570370246	3.468615872063032	0.05664535786471101	0.0037275008062197293
rg01_theta12p490_foil0	0	3	5	3	accepted	805	604	2.2766474154429224	-1.6116405766993802	2.2697314528825623	-1.5911636710911508	5.184218583485425	0.08003139761189154	0.004453389384144431
rg01_theta12p490_foil0	0	3	5	4	accepted	1232	965	2.2766474154429224	-0.04769037030455574	2.2639902285734506	-0.04368818728567621	8.22059515143388	0.07916253499409637	0.0015882439976510419
rg01_theta12p490_foil0	0	3	5	5	weak_peak	29	0	1.6009813435885176	2.071209909327141	nan	nan	0.07372644614663348	0.3604711522086086	nan
rg01_theta12p490_foil0	0	3	5	6	accepted	2432	1889	2.2766474154429224	2.9793100291692975	2.242087185119642	2.965788965467473	16.489662557543166	0.2088150867281307	0.004929227430764695
rg01_theta12p490_foil0	0	3	5	7	accepted	1275	1006	2.1921891564611227	4.391910215590429	2.227153642274062	4.365486263587767	9.272543690857272	0.09088908383838043	0.008645776557239136
rg01_theta12p490_foil0	0	3	6	1	accepted	93	76	4.557020407951541	-4.6386409761732335	4.57598854476939	-4.6466788755995605	0.6432233511203045	0.00826461722705853	0.02539555029313284
rg01_theta12p490_foil0	0	3	6	2	accepted	493	392	4.725936925915142	-3.1755907830942043	4.738678692120466	-3.167713747278103	3.2937130001824655	0.04058469593704728	0.005092417634961756
rg01_theta12p490_foil0	0	3	6	3	accepted	709	556	4.810395184896942	-1.6116405766993802	4.81187371303625	-1.5958017095027222	4.660225749605605	0.07910052770011457	0.0020263041897912782
rg01_theta12p490_foil0	0	3	6	4	accepted	1052	818	4.810395184896942	-0.04769037030455574	4.827209779004475	-0.06319582657243371	6.976103835315712	0.12613702614625544	0.004358940421490926
rg01_theta12p490_foil0	0	3	6	5	accepted	1451	1120	4.810395184896942	1.4658098294323705	4.815022652402062	1.4609489782899152	9.76313921677546	0.12100928146395576	0.003823438831250856
rg01_theta12p490_foil0	0	3	6	6	accepted	2001	1531	4.810395184896942	2.9793100291692975	4.807728239546448	2.9839005789295143	13.817489749865485	0.1929679655499092	0.0045393362859203175
rg01_theta12p490_foil0	0	3	6	7	accepted	544	447	4.810395184896942	4.291010202274634	4.80459474861041	4.305420890435284	4.270732356497897	0.045521736425711334	0.004988029897758457
rg01_theta12p490_foil0	0	3	7	1	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	3	7	2	accepted	340	264	7.2596846953691605	-3.1755907830942043	7.31166806818663	-3.173144381198314	2.2895095536864973	0.022438749913528323	0.0045038619372111295
rg01_theta12p490_foil0	0	3	7	3	accepted	547	437	7.3441429543509615	-1.6116405766993802	7.313657783833437	-1.6018390921730246	3.678055541785185	0.06689654356785005	0.007541936330047367
rg01_theta12p490_foil0	0	3	7	4	accepted	824	613	7.3441429543509615	-0.04769037030455574	7.350919991199187	-0.04687355957650531	5.499104286374108	0.10638538178173286	0.0025551730704286325
rg01_theta12p490_foil0	0	3	7	5	accepted	1161	891	7.3441429543509615	1.4658098294323705	7.358508931011439	1.4701052256866847	7.945127029932698	0.14258456790687082	0.004266123053279596
rg01_theta12p490_foil0	0	3	7	6	accepted	1540	1239	7.4286012133327635	2.9793100291692975	7.405570188150969	2.9809304394510536	10.913618678396366	0.10099965951898153	0.0040113187829045015
rg01_theta12p490_foil0	0	3	7	7	weak_peak	12	0	6.921851659441958	3.6856101223798627	nan	nan	0.1639459971855106	0.1615773574657014	nan
rg01_theta12p490_foil0	0	3	8	1	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	3	8	2	accepted	132	108	9.793432464823182	-3.1755907830942043	9.83433176124935	-3.188125215209269	0.9813843427469273	0.008639173322727116	0.0037249096978105947
rg01_theta12p490_foil0	0	3	8	3	accepted	384	308	9.708974205841383	-1.6116405766993802	9.733141611583063	-1.6426170421583093	2.592448921327847	0.029272513967260605	0.004461096610797188
rg01_theta12p490_foil0	0	3	8	4	accepted	539	425	9.708974205841383	-0.04769037030455574	9.72602408653011	-0.07470161023770883	3.5661893426822466	0.05035978123642597	0.006831057713665294
rg01_theta12p490_foil0	0	3	8	5	accepted	837	650	9.793432464823182	1.4658098294323705	9.799978970395536	1.4484009875585748	5.712628645698607	0.07031628188113469	0.003806116618597861
rg01_theta12p490_foil0	0	3	8	6	accepted	291	218	9.962348982786782	2.8279600091956048	9.910177183946333	2.849374818048638	1.9866101309436994	0.0315066828878344	0.008194631444064038
rg01_theta12p490_foil0	0	3	8	7	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	4	0	2	accepted	43	35	-10.227258288698062	-2.9945896090646302	-10.25729276495601	-3.0095623852390103	0.31290386978397233	0.003872385027218418	0.0015301402922123
rg01_theta12p490_foil0	0	4	0	3	accepted	227	182	-10.311769935627558	-1.5789395044950545	-10.30698561166853	-1.5731222533619134	1.5644114143334067	0.01390511966068776	0.006469810843071012
rg01_theta12p490_foil0	0	4	0	4	accepted	357	279	-10.227258288698062	-0.011612603007310207	-10.256421333830255	-0.02673364977809169	2.3817371252302486	0.03620472968446309	0.003837745986214222
rg01_theta12p490_foil0	0	4	0	5	accepted	560	444	-10.311769935627558	1.4040375015622657	-10.334585313433482	1.4246616036773743	3.8132254535588097	0.036097659812951405	0.0016224926939157971
rg01_theta12p490_foil0	0	4	0	6	accepted	18	13	-10.311769935627558	2.718569741519729	-10.26776389949267	2.716177457876856	0.12609482085512577	0.007940720630563676	0.008740373497200672
rg01_theta12p490_foil0	0	4	1	1	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	4	1	2	accepted	214	169	-7.776420527742676	-3.1462664059827996	-7.766584710658508	-3.1522379212815532	1.520687768175125	0.012924903876113128	0.009496109137604446
rg01_theta12p490_foil0	0	4	1	3	accepted	348	272	-7.860932174672173	-1.5789395044950545	-7.89491523536325	-1.585669089002699	2.313670065166087	0.02043679097107086	0.00793292748591691
rg01_theta12p490_foil0	0	4	1	4	accepted	520	414	-7.9454438216016685	-0.062171535313366444	-7.910212937209087	-0.04343437692915804	3.494027166000296	0.05146450433190647	0.005785711867238067
rg01_theta12p490_foil0	0	4	1	5	accepted	803	631	-7.860932174672173	1.454596433868322	-7.885978141681487	1.4339643705757188	5.248522780236318	0.09095727587363758	0.006065101141910471
rg01_theta12p490_foil0	0	4	1	6	accepted	1107	870	-7.9454438216016685	2.920805470743954	-7.943586916079741	2.925819894099349	7.579591095004222	0.04921943139197871	0.0020470747478586178
rg01_theta12p490_foil0	0	4	1	7	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	4	2	1	accepted	84	63	-4.903024532139813	-4.561916510552376	-4.949623465847907	-4.556745632223709	0.40366643744104413	0.010198816396805699	0.010120343589229303
rg01_theta12p490_foil0	0	4	2	2	accepted	250	196	-5.241071119857797	-3.1462664059827996	-5.234264807947394	-3.1670832200470977	1.6817081344702813	0.018691581644065786	0.005473912188482421
rg01_theta12p490_foil0	0	4	2	3	low_stats	5	0	nan	nan	nan	nan	nan	nan	nan
rg01_theta12p490_foil0	0	4	2	4	accepted	692	536	-5.41009441371679	-0.062171535313366444	-5.3942293659506255	-0.06837297664149031	4.505231794827231	0.04430705499853474	6.902428984717253e-05
rg01_theta12p490_foil0	0	4	2	5	accepted	956	754	-5.41009441371679	1.4040375015622657	-5.373216562720706	1.4212181050429133	6.290554439048256	0.08812173897712164	0.006252250348656696
rg01_theta12p490_foil0	0	4	2	6	accepted	1469	1150	-5.325582766787294	2.97136440305001	-5.371421445187342	2.9486006226861132	9.82204092693453	0.13042872750062007	0.0016252591446456474
rg01_theta12p490_foil0	0	4	2	7	accepted	810	659	-5.41009441371679	4.336455575313529	-5.443882211707742	4.32975556899265	5.858889574607887	0.04047241546330366	0.003657992722622749
rg01_theta12p490_foil0	0	4	3	1	accepted	153	117	-2.5366984181139265	-4.612475442858431	-2.554516148519833	-4.598337762001055	0.7038181280323583	0.018632630975678785	0.023770282697318217
rg01_theta12p490_foil0	0	4	3	2	accepted	304	229	-2.790233358902414	-3.0957074736767427	-2.75247895220885	-3.076424052641004	1.9594068251164147	0.033144661013752116	0.0077377840259361405
rg01_theta12p490_foil0	0	4	3	3	accepted	521	402	-2.8747450058319095	-1.5789395044950545	-2.8684950340976867	-1.6024828726943332	3.482252638677202	0.03495289423856881	0.006914489550278147
rg01_theta12p490_foil0	0	4	3	4	accepted	811	629	-2.8747450058319095	-0.062171535313366444	-2.8419321119751597	-0.04769319066773873	5.141247075176446	0.05235467059512387	0.006666603884221587
rg01_theta12p490_foil0	0	4	3	5	accepted	1184	923	-2.790233358902414	1.454596433868322	-2.8338688717016582	1.4388505060312125	7.556977953583068	0.10041592527571253	0.0053222201483333195
rg01_theta12p490_foil0	0	4	3	6	accepted	1704	1346	-2.8747450058319095	2.97136440305001	-2.836124360037465	2.966364087551273	11.256042060285669	0.15941837801347003	0.0063432959034077415
rg01_theta12p490_foil0	0	4	3	7	accepted	1770	1430	-2.8747450058319095	4.387014507619586	-2.858928535240821	4.406343548402961	12.472449691284728	0.10374333276185219	0.0020944594519987634
rg01_theta12p490_foil0	0	4	4	1	accepted	149	101	-0.2548839510175336	-4.561916510552376	-0.22993050357141787	-4.550926333333515	0.7706530395803339	0.02676316783461745	0.034268924635720246
rg01_theta12p490_foil0	0	4	4	2	accepted	335	258	-0.33939559794702967	-3.0957074736767427	-0.30951934671303394	-3.114256419263971	2.0690806908098285	0.029973166320346363	0.0070874611297018645
rg01_theta12p490_foil0	0	4	4	3	accepted	541	418	-0.33939559794702967	-1.5789395044950545	-0.3268240765134322	-1.5914086050205531	3.493480981896699	0.04247898447256501	0.01280173071658644
rg01_theta12p490_foil0	0	4	4	4	accepted	227	187	-0.33939559794702967	-0.062171535313366444	-0.3205681758972871	-0.06576488111290164	1.6912972925798377	0.04010121238755367	0.003003413880398262
