pool	level	zfoil	ndel	rungroup	xscol	yscol	target	alpha	l1	model	n	median	p90	mse	cell_mse
validation	foil_delta	-3.0	0				ytar	3e-05	0.5	full_svd	1495	0.1323579938589654	0.3330645527289352	0.038898499041147276	0.038898499041147276
validation	foil_delta	-3.0	0				ytar	3e-05	0.5	refit_svd	1495	0.1310613803593352	0.32793822252569044	0.0375688101780858	0.0375688101780858
validation	foil_delta	-3.0	0				yptar	0.0001	0.1	full_svd	1495	0.8798219071664334	2.007890591640838	1.5639105507704927	1.5639105507704927
validation	foil_delta	-3.0	0				yptar	0.0001	0.1	refit_svd	1495	0.8626717426130056	2.0080120442396256	1.5373547927468247	1.5373547927468247
validation	foil_delta	-3.0	0				yptar	3e-05	0.1	full_svd	1495	0.8798219071664334	2.007890591640838	1.5639105507704927	1.5639105507704927
validation	foil_delta	-3.0	0				yptar	3e-05	0.1	refit_svd	1495	0.8659467070566973	2.0022303224527924	1.531604088640253	1.531604088640253
validation	foil_delta	-3.0	0				yptar	0.0001	0.5	full_svd	1495	0.8798219071664334	2.007890591640838	1.5639105507704927	1.5639105507704927
validation	foil_delta	-3.0	0				yptar	0.0001	0.5	refit_svd	1495	0.8650229846850458	2.010499623583079	1.5362687523919447	1.5362687523919447
validation	foil_delta	-3.0	0				yptar	3e-05	0.5	full_svd	1495	0.8798219071664334	2.007890591640838	1.5639105507704927	1.5639105507704927
validation	foil_delta	-3.0	0				yptar	3e-05	0.5	refit_svd	1495	0.8637822742302422	2.0154500374305564	1.5261213916279561	1.5261213916279561
validation	foil_delta	-3.0	1				xptar	0.0001	0.1	full_svd	3059	1.357533674689734	3.134733607990987	3.6773020921587207	3.6773020921587207
validation	foil_delta	-3.0	1				xptar	0.0001	0.1	refit_svd	3059	1.3621705108510658	3.149771462928533	3.789223547560031	3.789223547560031
validation	foil_delta	-3.0	1				xptar	3e-05	0.1	full_svd	3059	1.357533674689734	3.134733607990987	3.6773020921587207	3.6773020921587207
validation	foil_delta	-3.0	1				xptar	3e-05	0.1	refit_svd	3059	1.3659932472081908	3.1391105796342575	3.6852092674469894	3.6852092674469894
validation	foil_delta	-3.0	1				xptar	0.0001	0.5	full_svd	3059	1.357533674689734	3.134733607990987	3.6773020921587207	3.6773020921587207
validation	foil_delta	-3.0	1				xptar	0.0001	0.5	refit_svd	3059	1.5224116153363179	3.5835207860188882	4.8665146549601905	4.8665146549601905
validation	foil_delta	-3.0	1				xptar	3e-05	0.5	full_svd	3059	1.357533674689734	3.134733607990987	3.6773020921587207	3.6773020921587207
validation	foil_delta	-3.0	1				xptar	3e-05	0.5	refit_svd	3059	1.3906001598397721	3.231946637313729	3.976101939751322	3.976101939751322
validation	foil_delta	-3.0	1				ytar	0.0001	0.1	full_svd	3059	0.12712628778504992	0.28466371717060257	0.029976342156948062	0.029976342156948062
validation	foil_delta	-3.0	1				ytar	0.0001	0.1	refit_svd	3059	0.12504908070568935	0.281123166263589	0.02937575982562957	0.02937575982562957
