pool	subset	target	model	reference	comparison	metric	value	reference_value	change	percent_change
protected_core	outside_gmm	xptar	old	old	starting	rms	1.515471580666515	1.515471580666515	0.0	0.0
protected_core	outside_gmm	xptar	old	old	starting	median	1.0101086377973307	1.0101086377973307	0.0	0.0
protected_core	outside_gmm	xptar	old	old	starting	p90	2.4106639610207963	2.4106639610207963	0.0	0.0
protected_core	outside_gmm	xptar	old	old	starting	cell_mse	3.818018540299526	3.818018540299526	0.0	0.0
protected_core	outside_gmm	xptar	gmm	old	starting	bias	0.31911403681214523	-0.21253066863400288	0.5316447054461482	
protected_core	outside_gmm	xptar	gmm	old	starting	spread	1.4864340748165574	1.5004948606036108	-0.014060785787053387	-0.9370765709518669
protected_core	outside_gmm	xptar	gmm	old	starting	rms	1.520302610425404	1.515471580666515	0.004831029758888938	0.31878062383488004
protected_core	outside_gmm	xptar	gmm	old	starting	median	1.0240699928555537	1.0101086377973307	0.013961355058222935	1.3821637134662446
protected_core	outside_gmm	xptar	gmm	old	starting	p90	2.4530240473381753	2.4106639610207963	0.042360086317378975	1.7571958183438152
protected_core	outside_gmm	xptar	gmm	old	starting	cell_mse	3.129986533538575	3.818018540299526	-0.6880320067609511	-18.02065651328594
protected_core	outside_gmm	xptar	gmm	old	previous	bias	0.31911403681214523	-0.21253066863400288	0.5316447054461482	
protected_core	outside_gmm	xptar	gmm	old	previous	spread	1.4864340748165574	1.5004948606036108	-0.014060785787053387	-0.9370765709518669
protected_core	outside_gmm	xptar	gmm	old	previous	rms	1.520302610425404	1.515471580666515	0.004831029758888938	0.31878062383488004
protected_core	outside_gmm	xptar	gmm	old	previous	median	1.0240699928555537	1.0101086377973307	0.013961355058222935	1.3821637134662446
protected_core	outside_gmm	xptar	gmm	old	previous	p90	2.4530240473381753	2.4106639610207963	0.042360086317378975	1.7571958183438152
protected_core	outside_gmm	xptar	gmm	old	previous	cell_mse	3.129986533538575	3.818018540299526	-0.6880320067609511	-18.02065651328594
protected_core	outside_gmm	xptar	core	old	starting	bias	0.40973515548545963	-0.21253066863400288	0.6222658241194625	
protected_core	outside_gmm	xptar	core	old	starting	spread	1.4282638746136067	1.5004948606036108	-0.0722309859900041	-4.813810955736786
protected_core	outside_gmm	xptar	core	old	starting	rms	1.4858736800842012	1.515471580666515	-0.02959790058231393	-1.9530488700617243
protected_core	outside_gmm	xptar	core	old	starting	median	1.014406124252989	1.0101086377973307	0.004297486455658195	0.42544794637431327
