N	last_code	degree	rank	truncated	sigma_max_Ay	sigma_min_Ay	threshold_Ay	sigma_min_minus_threshold_Ay	min_over_threshold_Ay	log10_min_over_threshold_Ay	log10_min_retained_over_threshold_Ay	kappa_Ay	rank_scaled	truncated_scaled	threshold_scaled_Gram	min_over_threshold_scaled_Gram	log10_min_over_threshold_scaled_Gram	kappa_scaled_Gram	min_over_threshold_direct_X	min_over_threshold_scaled_direct_X	xptar_residual_rms_mrad	ytar_residual_rms_cm	yptar_residual_rms_mrad	xptar_step_prediction_rms_mrad	ytar_step_prediction_rms_cm	yptar_step_prediction_rms_mrad	xptar_prediction_diff_from_full_rms_mrad	ytar_prediction_diff_from_full_rms_cm	yptar_prediction_diff_from_full_rms_mrad
90	01400	5	78	12	166965.18939224634	2.1846684199788664e-14	3.7073719514834366e-11	-3.7051872830634575e-11	0.0005892768377623161	-3.2296806290384112	0.022247060033338317	7.642587216684419e+18	90	0	1.1373003338922153e-14	5254910.095023434	6.720565290189337	857026960.6773192	1044418.3420057481	153837611670.0707	1.998495494858053	0.1528440548362697	1.1380176012059424	0.06914314357977348	0.004185061269291164	0.022363878866563595	0.28806006010641594	0.04073438705958254	0.16875978917341014
91	00500	5	79	12	166965.18939685868	2.161975795380365e-14	3.707371951585851e-11	-3.705209975790471e-11	0.0005831558914544753	-3.234215332465063	0.028715719600723503	7.722805674033175e+18	91	0	1.1480740677518735e-14	5205538.311497751	6.71646564712697	865155409.0809696	1044416.1053475613	153113226153.23334	1.9984858250217519	0.152917034271999	1.1377150158081901	0.015706801306465675	0.005080737386698274	0.03233173244851137	0.28847220001223567	0.0408010050266719	0.16793721847949544
92	40010	5	80	12	166965.1894363077	2.1493910424665703e-14	3.7073719524617954e-11	-3.705222561419329e-11	0.0005797613700560357	-3.2367507253908387	0.028337922851438716	7.768022948709415e+18	92	0	1.1616661427075409e-14	5144486.662537375	6.711342045619364	875422548.9913547	1044380.4069531427	152212705795.451	1.9983538112288446	0.15289350053229164	1.137786766675469	0.02294097292328935	0.003151935676219611	0.012512386956831476	0.28736852467380175	0.040765960054621554	0.1679217309084416
93	31010	5	81	12	166965.18943688678	2.2592767364793133e-14	3.7073719524746536e-11	-3.7051126757381744e-11	0.0006094011513927694	-3.2150967295635358	0.02915450952482064	7.390205313983481e+18	93	0	1.1759454887055642e-14	5076722.446473414	6.705583420394946	887107710.7039715	1044342.2135480406	151206894421.9236	1.9956395833758516	0.15261144026896306	1.137647702159949	0.10381244532758441	0.008688149879284538	0.013819844591419559	0.2689383819601001	0.0396895481452781	0.1670809086854786
94	22010	5	81	13	166965.18943689598	2.302706441627305e-14	3.707371952474858e-11	-3.70506924603323e-11	0.0006211155695047357	-3.2068275841576956	0.027723273060730257	7.250823918263023e+18	94	0	1.19060799113806e-14	4995532.847657993	6.698581818979482	901525375.712798	1044007.2262874811	149992931454.65973	1.9962292318379846	0.15268123625997318	1.1377326166707715	0.011368860059156504	0.0009523609759946244	0.004542094623566545	0.26926654449681764	0.03985675040968474	0.16728242195289758
95	13010	5	81	14	166965.18943689603	6.019590893270759e-14	3.707371952474859e-11	-3.701352361581588e-11	0.0016236814030090442	-2.789499183524118	0.024126735841159205	2.7736966248577587e+18	95	0	1.2054072747515043e-14	4629565.580455425	6.665540240507675	972790977.707127	1008393.0322032283	144394284760.92105	1.996147907363066	0.1525785050424723	1.1376658716750272	0.011832671149783685	0.0037159507977852207	0.019512271041279453	0.2689432794403126	0.039600314088712556	0.16612690622032683
96	04010	5	81	15	166965.18943689603	7.014346514112407e-16	3.707371952474859e-11	-3.7073018090097176e-11	1.891999670934009e-05	-4.723078943468876	0.029728642335957636	2.380338483434957e+20	96	0	1.2201056627043966e-14	4513395.421267887	6.654503383985867	997829617.6197568	278415.57823944575	142571124727.87622	1.9962115438622403	0.1526868374198703	1.137725292127013	0.012112218096807617	0.003918140713303138	0.0203316188679571	0.26951995211787416	0.03990651055170338	0.1672052238246239
97	30110	5	82	15	166965.18946714138	7.000086777726816e-16	3.7073719531464405e-11	-3.707301952278663e-11	1.8881533512670217e-05	-4.723962736253809	0.02832724871299996	2.385187423653069e+20	97	0	1.2351009503263903e-14	4457968.655854092	6.649137010614057	1010235821.5229895	278412.6183518052	141692997747.8275	1.995083092559957	0.15267363598451242	1.137717754194253	0.06689344288003077	0.0015556986976653574	0.008021249813893407	0.26105643270885637	0.039831199664345084	0.16721371122689038
98	21110	5	83	15	166965.18946755212	6.974175502845474e-16	3.707371953155561e-11	-3.707302211400532e-11	1.88116422926201e-05	-4.725573288049402	0.023236154172131644	2.3940491517517745e+20	98	0	1.2509801960629918e-14	4400757.151955121	6.643527403446881	1023369268.4836483	278407.400720719	140780850593.24747	1.9951481066045638	0.15277586427307777	1.1372968806889425	0.01692397305666984	0.009576961010996105	0.04049416053527174	0.26148326496818014	0.03985887642751472	0.16549527798712918
99	12110	5	83	16	166965.18946755806	7.41009785890315e-16	3.707371953155693e-11	-3.7072978521771036e-11	1.9987468083950195e-05	-4.699242216727904	0.02480922010064233	2.2532116666576978e+20	99	0	1.2673365397411535e-14	4293611.926188388	6.632822788602487	1048907005.2887903	277261.3007713213	139056494695.9594	1.9951640953738023	0.15271989452583115	1.1373247537994007	0.002747639520630478	0.0010171287273925867	0.005660251800070489	0.26139467961692503	0.03968921359085216	0.16562109905144365
100	03110	5	83	17	166965.18946755814	1.1950749588182126e-15	3.7073719531556946e-11	-3.7072524456598125e-11	3.223509736596489e-05	-4.491671013666388	0.022764828925784585	1.3971106016033246e+20	100	0	1.2838208088835721e-14	4066796.532369305	6.609252444575787	1107407167.1706455	276718.77151137474	135333746783.06778	1.9951700961972465	0.15279343529600967	1.1372071893423976	0.003147469009962494	0.0013173611953020197	0.006870075552552397	0.2617253893915355	0.03986538166414369	0.16530772339520342
101	20210	5	84	17	166965.18946922736	1.1857046716352791e-15	3.707371953192759e-11	-3.7072533827255953e-11	3.198234993966979e-05	-4.495089629134598	0.023003753841297422	1.4081515698083172e+20	101	0	1.2988989911414158e-14	4018875.6120483433	6.604104564580437	1120611848.216695	276694.4228125866	134534034227.3201	1.9951504942789713	0.15235135646310255	1.1359351876234514	0.010966561782273128	0.00957352635627597	0.05460197381993344	0.26132711274866666	0.03851318295720293	0.1560504105240719
102	11210	5	85	17	166965.18946925172	1.2020342178429231e-15	3.7073719531932997e-11	-3.7072517497715156e-11	3.2422811442147466e-05	-4.489149329374241	0.018757004255109146	1.3890219345741624e+20	102	0	1.314998011106523e-14	3967345.1847363045	6.598499988551886	1135167074.621422	276576.22660854604	133668747179.70775	1.9950878649066228	0.1518544178703152	1.1346620204035656	0.006284222012493617	0.01298869656690388	0.05575567055091262	0.261462073975113	0.03562527517144454	0.14427536249841508
103	02210	5	85	18	166965.1894692522	1.1952443251268974e-15	3.70737195319331e-11	-3.7072524287607976e-11	3.223966573133794e-05	-4.491609469713969	0.013240677722266888	1.3969126308257161e+20	103	0	1.3315801758499975e-14	3902984.1383766998	6.591396786323659	1153886223.3869083	275359.2257234705	132580080008.37819	1.9950393021055486	0.1518901102108271	1.134661961769976	0.0020367470966377007	0.001093561377995642	0.002871005236122284	0.2615096118374676	0.035741859744097784	0.14432496112216753
104	10310	5	86	18	166965.1894707868	1.2005279547145678e-15	3.7073719532273853e-11	-3.707251900431914e-11	3.238218257732327e-05	-4.4896938829037305	0.014262932925304958	1.3907646949419324e+20	104	0	1.3448824745806107e-14	3864375.496280445	6.5870793196170006	1165414601.0669305	275358.4159106493	131922703603.61052	1.9950925379892195	0.15044113055779168	1.1315728514415764	0.0038328607979320373	0.020938187822859868	0.08334333884384178	0.2616909358354076	0.028595920821010364	0.11666345728154714
105	01310	5	87	18	166965.18947080683	1.2682107821408788e-15	3.70737195322783e-11	-3.707245132149616e-11	3.42078107657018e-05	-4.46587471893971	0.016810973960436085	1.3165413180682102e+20	105	0	1.3593496432498561e-14	3805927.9545472786	6.580460562921388	1183311844.3531353	275199.37898017006	130921256529.01126	1.9951021571702212	0.15033998908853144	1.1315098471523795	0.005048813217255391	0.00574060576230134	0.010707089646459429	0.26178794022661594	0.028140060868087628	0.1157640175352683
106	00410	5	88	18	166965.1894709475	1.2742385115036942e-15	3.707371953230953e-11	-3.7072445293798026e-11	3.4370398427198614e-05	-4.463815433421958	0.01276765308569388	1.3103134771363676e+20	106	0	1.3713378831428854e-14	3772459.4316174784	6.576624578144274	1193809955.8142986	275198.56133995607	130344338535.42447	1.9950474097918256	0.14969644211159644	1.1290808808899155	0.01540565285230856	0.013930517875379307	0.07397902359656403	0.2614785143469635	0.02459753606268734	0.08928015783734078
107	30020	5	89	18	166965.18947138387	1.2989506659142644e-15	3.707371953240643e-11	-3.7072420581740514e-11	3.503696640901762e-05	-4.455473503213358	0.007592666250313136	1.285385148587346e+20	107	0	1.3871249060718483e-14	3726126.934228606	6.571257645486703	1208654376.7470565	275184.2708636494	129541435774.56233	1.993406734034009	0.14962989750726097	1.1290119763953574	0.0797914919902663	0.003547032914614278	0.009608709294449751	0.2491102599055242	0.024163747631597062	0.08852509629505842
108	21020	5	89	19	166965.18947138998	1.241885891464651e-15	3.7073719532407785e-11	-3.7072477646516324e-11	3.349774198887876e-05	-4.474984466838402	0.010860860457952055	1.3444487180257373e+20	108	0	1.4037379752264833e-14	3666941.12034806	6.5643039366000275	1228162514.6310017	275097.31701127876	128508499264.93509	1.9934270342987608	0.1496132943104687	1.1290416777869132	0.0030294072805349	0.0011768961400437812	0.002118809844721009	0.2493079276531859	0.024056075950984447	0.08848354023889068
109	12020	5	89	20	166965.18947139007	3.870358201385737e-15	3.7073719532407805e-11	-3.706984917420642e-11	0.00010439627450929177	-3.9813149993119743	0.009089816015442573	4.313946688748605e+19	109	0	1.4207593123433537e-14	3585751.959609226	6.554580244428977	1255970763.7617235	269018.5739949695	127077893106.02887	1.993430370864899	0.14965736493728368	1.1290344372482233	0.004023443277370897	0.0011569033469388877	0.0028270642547438703	0.24890642087233825	0.02417708590215365	0.08840005795357805
110	03020	5	89	21	166965.18947139007	1.152350869583501e-16	3.7073719532407805e-11	-3.7073604297320844e-11	3.108268833334026e-06	-5.507481426233925	0.008599240370230764	1.4489093025263824e+21	110	0	1.437829638898064e-14	3337636.5653560925	6.523439044669913	1349337933.9490807	117531.03999371137	122602522572.7949	1.993435540064896	0.14963191069959159	1.1289867777637836	0.0023663944846613817	0.0012446297570499732	0.004138750527528663	0.24907930402491757	0.024053106308465962	0.0886441294692798
111	20120	5	89	22	166965.18947141466	1.1500752671496566e-16	3.7073719532413266e-11	-3.7073604524886554e-11	3.102130786052246e-06	-5.508339896250511	0.016936730683341245	1.4517761944852596e+21	111	0	1.4532258640893258e-14	3301946.6308518196	6.518770049510097	1363922598.0489817	117500.49501209406	121945255621.8138	1.9928700766220302	0.14947742067972467	1.1290558905976211	0.053675218783329086	0.007382569468088132	0.014882778000730798	0.24435272682710674	0.023545978795901302	0.0876392594601745
112	11120	5	89	23	166965.18947141504	1.146287652624612e-16	3.707371953241335e-11	-3.7073604903648084e-11	3.0919143454770407e-06	-5.509772545737518	0.016953104931299756	1.4565732178055054e+21	112	0	1.4696512452663556e-14	3259573.625447022	6.513160795090656	1381652984.369349	117220.62106416508	121160283536.74916	1.9927699135734107	0.149496789837138	1.1290793654658686	0.00716061271843908	0.0011847022286065906	0.0039072271064334125	0.2440489007431907	0.02351230712505948	0.08774282236816935
113	02120	5	89	24	166965.18947141504	1.1508348221750512e-16	3.707371953241335e-11	-3.707360444893113e-11	3.104179555463494e-06	-5.5080531657348395	0.00871534012195592	1.4508180170969687e+21	113	0	1.486558164095181e-14	3220473.7029871186	6.507919757243145	1398427698.134354	117076.11114509589	120431407425.50354	1.9931815031167481	0.14946122380107504	1.1291418272500626	0.035600878047498445	0.003484857342700604	0.014517942316852179	0.24693512151229627	0.023228963961070038	0.08890559501041109
114	10220	5	89	25	166965.1894714376	1.15036567973617e-16	3.707371953241836e-11	-3.707360449585038e-11	3.1029141241958636e-06	-5.508230243721007	0.04091102905486612	1.4514096900885478e+21	114	0	1.5007191145821864e-14	3186137.8546794048	6.503264562498184	1413498044.5859134	117070.37846897761	119787683052.49239	1.9923657140424054	0.14935980519292816	1.128781490922886	0.05376082177989064	0.003912434575131529	0.027808316563887214	0.2415667165691633	0.02298081054679418	0.08453666010628375
115	01220	5	89	26	166965.18947143786	1.134152958930944e-16	3.7073719532418416e-11	-3.707360611712252e-11	3.0591830904347356e-06	-5.514394529950275	0.04088325084870802	1.4721575970565713e+21	115	0	1.516068075265987e-14	3147251.3377329465	6.49793142681277	1430962812.9714499	116267.1636914324	119054440165.78114	1.992320698063621	0.14939981610543757	1.1287323605505855	0.005497709315218093	0.0016390943717100933	0.005357290433385842	0.2408069490931477	0.023016876156731963	0.08452928412972169
116	00320	5	89	27	166965.1894714399	1.1349116971327071e-16	3.707371953241887e-11	-3.707360604124915e-11	3.061229656604299e-06	-5.514104087960771	0.045668554816213736	1.4711733951924929e+21	116	0	1.5284168625843383e-14	3121505.5669523603	6.494364113797033	1442765207.6134288	116264.82149356832	118566483785.60832	1.9924138302719174	0.14921126604494184	1.1283754746025882	0.00636333939890495	0.0029051684818472553	0.012395441692716294	0.24145424833934115	0.021884096445897484	0.08098620614907714
117	20030	5	89	28	166965.18947144033	1.1235640574002257e-16	3.7073719532418965e-11	-3.7073607176013225e-11	3.0306213446366763e-06	-5.518468322361421	0.0450634289204431	1.486031778711176e+21	117	0	1.544387202821094e-14	3082995.4107075315	6.488972878243901	1460787003.356889	115686.06115031133	117832833930.928	1.9923519226478317	0.14926565957924728	1.1284038406249841	0.004884968118715631	0.0013781413995923712	0.003791789424496457	0.24122141995345653	0.022160877301985685	0.08088133789660662
118	11030	5	90	28	166965.18947144033	1.1317229100980214e-16	3.7073719532418965e-11	-3.707360636012796e-11	3.0526284504806453e-06	-5.515326052473583	7.071289866812132e-05	1.4753186312803286e+21	118	0	1.5613343061149408e-14	3047633.309559707	6.4839627116127865	1477736712.3675168	114752.31259708125	117155111003.45113	1.9922945044931737	0.1491552975970921	1.1283488920837406	0.02251641706337306	0.004301535761188129	0.00934485848588775	0.24338430486087975	0.02181593278240423	0.0810539388956909
119	02030	5	90	29	166965.18947144033	3.2790791261456194e-17	3.7073719532418965e-11	-3.70736867416277e-11	8.844753554544862e-07	-6.053314263533496	0.0003088445244505545	5.0918316712808e+21	119	0	1.578678735661115e-14	3014026.018663912	6.479146997054058	1494213918.3545923	58363.52980953915	116507365541.69914	1.992265488301689	0.1491790828566635	1.1283527548004357	0.0047878644925961784	0.0013694412734677522	0.002569643163074346	0.24314149118482012	0.02176085653853735	0.08115522518582295
120	10130	5	89	31	166965.18947144077	2.7320359660415884e-17	3.707371953241906e-11	-3.70736922120594e-11	7.369198452430874e-07	-6.132579747774246	0.047758520352876234	6.11138328875496e+21	120	0	1.5930420122706085e-14	2985802.9109906824	6.47506113711502	1508337878.1609573	57565.06159887325	115960599486.75569	1.992437593350218	0.14926890432894166	1.12836399787435	0.0270220843399687	0.005344448037688906	0.008396590664031244	0.24116683701454733	0.02219954113817238	0.08063619170735294
121	01130	5	89	32	166965.18947144077	2.7476002247634306e-17	3.707371953241906e-11	-3.707369205641681e-11	7.41118037093849e-07	-6.130112616884355	0.04546547882406062	6.076764296589637e+21	121	0	1.608594552067371e-14	2949367.166405712	6.469728841191355	1526971507.199245	56690.6391302481	115250894385.11205	1.9925350729968674	0.14927973506527484	1.1283566259417082	0.007034824923633833	0.0010423509205511631	0.0029096729201769475	0.24138471202887585	0.022205679824469218	0.08061187588026468
122	00230	5	89	33	166965.18947144077	2.7343163168622108e-17	3.707371953241906e-11	-3.707369218925589e-11	7.375349307671143e-07	-6.1322174060207715	0.047498316955989946	6.106286549284216e+21	122	0	1.6215598372790953e-14	2925782.61573509	6.466242055113325	1539280329.0134344	56674.27899128319	114789169029.60515	1.9923372952545204	0.14923277424549308	1.1283165531330535	0.012064737926315242	0.002717161306671564	0.004591539610247361	0.24103935607335614	0.02217126082488556	0.07991428408964779
123	10040	5	90	33	166965.18947144077	2.994061831609626e-17	3.707371953241906e-11	-3.7073689591800745e-11	8.075968285274082e-07	-6.092805395220908	0.0012280381841534964	5.576544469079293e+21	123	0	1.6361928090900012e-14	2890092.8449630816	6.46091179480065	1558288909.3751678	56502.897266953456	114086900404.86581	1.992227970920031	0.14918576524650587	1.1283377006594482	0.022397605945402476	0.003952403841477992	0.00800278726356729	0.2429388299534565	0.021767488931106513	0.0807416897988261
124	01040	5	89	35	166965.18947144077	2.8022040184484324e-17	3.707371953241906e-11	-3.707369151037888e-11	7.558464739417497e-07	-6.121566408587376	0.04994933432456431	5.958352367358628e+21	124	0	1.6519539290915802e-14	2853274.4782887725	6.455343551773599	1578396912.613711	35965.07521100669	113357865426.42406	1.9923898370460802	0.14927049802424455	1.1283310509696687	0.026828123951511455	0.004877908364367977	0.007278966189364157	0.24103418762417195	0.02215117196233663	0.08041698568864389
125	00140	5	90	35	166965.18947144077	2.3913677042659286e-17	3.707371953241906e-11	-3.707369561874202e-11	6.450304243616022e-07	-6.190419800371337	0.0041859598180051675	6.981995666061468e+21	125	0	1.664992281417933e-14	2829751.4801483434	6.451748295757671	1591517721.243282	34971.85711212963	112889625407.74463	1.9922612118427299	0.14915605734163312	1.128296985758307	0.02522652409601933	0.0052717724720619365	0.009303815230826353	0.24305138534643733	0.02171500683312477	0.08074440726440198
126	00050	5	90	36	166965.18947144077	5.780566209826536e-18	3.707371953241906e-11	-3.707371375185285e-11	1.559208593778061e-07	-6.807095780214123	0.000499152335753452	2.888388151105548e+22	126	0	1.6779205889601567e-14	2805215.386822237	6.447966212371927	1605438088.114937	23034.818312920048	112399140444.05023	1.9922264051521499	0.1491761184287074	1.1283306882111859	0.003667019039857598	0.0019554777440640046	0.006827884685605547	0.24293502340181292	0.02184385373214986	0.08089201935375058
127	60000	6	90	37	166965.22413738794	5.7441012629426135e-18	3.7073727229805606e-11	-3.707372148570434e-11	1.5493724780724543e-07	-6.8098441627925705	0.04601614519847742	2.9067249425866537e+22	127	0	1.683558923451378e-14	2795612.3552082665	6.446476951170408	1610952827.197313	23034.7885362543	112206588910.23434	1.9922129172849339	0.14917761734345947	1.1282607440503511	0.03326817673404317	0.004807863161249383	0.015204010977719876	0.24008685249407577	0.021664314449481137	0.07912138035470644
128	51000	6	91	37	166965.2245788762	5.760238149520392e-18	3.707372732783569e-11	-3.707372156759754e-11	1.553725121454268e-07	-6.80862581230147	0.04460588984447629	2.898581972566152e+22	128	0	1.6899746229017905e-14	2784994.3906016196	6.444824324776097	1617094685.2060337	23034.522452551646	111993301165.44727	1.9911427729435303	0.14908222235602298	1.1280073878076713	0.06858233378510073	0.006272996301590187	0.021900847878454578	0.22973654041528477	0.020976619179798452	0.07613148683758371
129	42000	6	92	37	166965.2245851253	5.7362898906000366e-18	3.7073727329223274e-11	-3.707372159293338e-11	1.5472654906425932e-07	-6.810435160619687	0.04736010846272224	2.9106831727372855e+22	129	0	1.696747421215521e-14	2767768.925438321	6.442129829066474	1627158823.1150033	23034.477933612063	111646419313.97601	1.9823342303287168	0.14911567472356863	1.1280350236774874	0.1881163120056058	0.0016820554958890325	0.00334599981462823	0.13384213764756187	0.02096519993931784	0.07639987075914027
130	33000	6	92	38	166965.22458522048	5.92196947447214e-18	3.7073727329244406e-11	-3.7073721407274934e-11	1.5973493633052607e-07	-6.796600087016149	0.05310899445378202	2.8194205543435883e+22	130	0	1.703702658729457e-14	2539423.256315337	6.4047350925879725	1773473412.1893284	23034.34852451161	106941785368.07343	1.9822068781243833	0.14906966312746747	1.128048037067641	0.018243314997936466	0.0025276827725809127	0.006313902791521488	0.13469341075529906	0.021045239117085977	0.07603067647093606
131	24000	6	93	38	166965.22458522193	9.404187685827456e-18	3.707372732924473e-11	-3.7073717925057044e-11	2.536617805463867e-07	-6.595744963397892	3.2279445576865525e-05	1.7754348399154797e+22	131	0	1.710716593066256e-14	1119294.2678277325	6.04894427964081	4023606442.755081	23034.334229712123	70998966699.46407	1.9821490460161035	0.1490142982280082	1.1280427874302001	0.0131675041308366	0.004427527616295832	0.00915358334938715	0.13627404484310335	0.0206868044712167	0.07681884203814472
132	15000	6	92	40	166965.224585222	8.883070799225435e-18	3.707372732924474e-11	-3.707371844617394e-11	2.3960554924344586e-07	-6.620503127944248	0.05559103097955027	1.8795890335556104e+22	132	0	1.717636497590487e-14	254517.2584509008	5.4057172365583	17694672867.299057	23033.519868690313	33856225301.431488	1.9822080614772917	0.14910578176882638	1.1280642722931282	0.01830373678727777	0.0051116540778090745	0.007724225361086564	0.13349546720057134	0.021066712563698794	0.07626916334422765
133	06000	6	93	40	166965.224585222	2.015444854368598e-18	3.707372732924474e-11	-3.707372531379989e-11	5.4363156864963005e-08	-7.264695331755114	0.0007896538403636399	8.284286430527475e+22	133	0	1.7242049248758156e-14	84401.96168276052	4.926352540678943	53358944953.17609	14052.678880165247	19496478612.714638	1.9821674779611917	0.14899129608988695	1.1280205373776484	0.018448674921473496	0.005091608862804166	0.0075289486236693815	0.1365302651988324	0.02060372561099228	0.0766078814158213
134	50100	6	94	40	166965.22510971784	2.0160653449243896e-18	3.7073727445706214e-11	-3.7073725429640867e-11	5.4379893359168694e-08	-7.264561648414021	0.0014037827073155257	8.281736776541819e+22	134	0	1.734793407553949e-14	83873.13585314657	4.923622880745588	53695376732.49568	14052.453581057589	19435304466.838512	1.982065725401114	0.1489965076805974	1.128026318057439	0.019497255087694558	0.0009492173950997024	0.0041942794067627185	0.13507254941203853	0.020752623130568387	0.07638542570040445
135	41100	6	95	40	166965.2251165356	2.0111584702049755e-18	3.7073727447220065e-11	-3.70737254360616e-11	5.424753885532975e-08	-7.265619960443407	0.009019634148071491	8.3019427653316e+22	135	0	1.7464869764604887e-14	83294.59635298984	4.920616827935008	54068328853.950195	14052.359179078623	19368158218.944828	1.9819749086859169	0.14898766973992536	1.1280041328396078	0.021262424123714044	0.0012288539561373035	0.006911488098082136	0.13453892409584448	0.020649188218793302	0.07614923573947704
136	32100	6	95	41	166965.22511663692	2.014694434962913e-18	3.707372744724256e-11	-3.707372543254813e-11	5.434291541981868e-08	-7.264857066014273	0.05281157482112538	8.287372130439745e+22	136	0	1.7586967501637332e-14	82702.27215662728	4.917517441493655	54455573104.94768	14049.47720325729	19299170490.170464	1.9814752517787375	0.14892697990501613	1.1280432812049208	0.054120560487873906	0.008017205319244386	0.007207370572961957	0.12372399199848691	0.01983304932768385	0.07574791070322032
137	23100	6	95	42	166965.22511663852	1.9692683144900643e-18	3.7073727447242916e-11	-3.70737254779746e-11	5.31176239910701e-08	-7.274761359668759	0.05436201919193231	8.478541186495129e+22	137	0	1.771072611761783e-14	82119.71120264733	4.914447413381004	54841883409.172424	13994.626447746243	19231077143.601192	1.9815000909552523	0.14893523931353	1.1280722166351353	0.006141928620033278	0.0008213002301365466	0.004610304732041503	0.12418766309294427	0.01990002110964702	0.07595938108142554
138	14100	6	95	43	166965.2251166386	1.8514431014835722e-18	3.7073727447242935e-11	-3.7073725595799835e-11	4.993949162835685e-08	-7.301555882972319	0.052761845221460775	9.018112681013444e+22	138	0	1.7833032751146155e-14	81124.30724864907	4.909151001218304	55514799202.744415	13663.87779130475	19114167775.69574	1.981554759459909	0.14896742580199201	1.128040737453046	0.008002623454808618	0.0018691459043733431	0.004008648347472538	0.12372705351279678	0.02000272938913961	0.07620391301312043
139	05100	6	95	44	166965.2251166386	2.588016667108317e-18	3.7073727447242935e-11	-3.707372485922627e-11	6.98072960370965e-08	-7.156099183923293	0.05183503632452929	6.4514741051955735e+22	139	0	1.7950110114549335e-14	79517.59307617239	4.900463225896842	56636518450.15427	13656.400421276589	18923938285.470905	1.9814633040700294	0.14888509305205996	1.1280441893445425	0.01014605492375048	0.0033683865972147773	0.00489495045911931	0.12419419977035813	0.0196824994150574	0.07633253105831869
140	40200	6	96	44	166965.22545075975	2.39513537721612e-18	3.707372752143273e-11	-3.7073725126297354e-11	6.460465503047854e-08	-7.189736188178075	0.05174235495703098	6.971014124672335e+22	140	0	1.8080890939415146e-14	78938.92505917196	4.897291208149583	57051696916.25057	13656.193644513782	18854955618.994503	1.981560182691459	0.14896925199703245	1.128030794529985	0.016595602761527935	0.0038161277485528698	0.007313724167081003	0.12323726074080363	0.01997234706663642	0.07591628541394299
141	31200	6	98	43	166965.22545513848	2.5727265028433636e-18	3.7073727522405005e-11	-3.70737249496785e-11	6.939487002726044e-08	-7.158672633308831	0.0023910150750299174	6.489816359049802e+22	141	0	1.822310986885322e-14	78313.00519963115	4.8938338899944664	57507684909.935074	13655.656859983606	18780054662.25701	1.9813436191954241	0.14882077852879758	1.1278328179322539	0.028130303977114003	0.006373671907628608	0.020298819856513037	0.12626820604903483	0.019221375200997075	0.0746908721862632
142	22200	6	97	45	166965.22545520097	6.6213138405935654e-18	3.707372752241888e-11	-3.707372090110504e-11	1.7859854627753807e-07	-6.748122080420669	0.032927494702094905	2.521632858294381e+22	142	0	1.8370426189911653e-14	77684.673783186	4.8903353463693895	57972820223.71382	13650.195632851704	18704563444.917282	1.981263689780236	0.14892633035854713	1.127866438476834	0.03634961446411139	0.005101123661226233	0.010225386437724018	0.12011458024195774	0.019477793237008413	0.07470730114891305
143	13200	6	98	45	166965.2254552019	2.7246507539902125e-18	3.7073727522419087e-11	-3.707372479776833e-11	7.349276525654378e-08	-7.133755411443807	0.0014203029478304667	6.12794961742101e+22	143	0	1.8518011155087846e-14	76873.74310054361	4.8857780280490255	58584367636.16691	13647.469222246773	18606681109.237957	1.9811332400641413	0.14891530223659008	1.1278874883641414	0.01689585001911806	0.003256822348937708	0.0038061388335444406	0.12123886680052827	0.01943296249287764	0.07513789305373998
144	04200	6	98	46	166965.2254552019	2.048459203780906e-18	3.7073727522419087e-11	-3.7073725473959885e-11	5.5253661842936326e-08	-7.257638934557208	0.0015659497102000028	8.150771328373488e+22	144	0	1.8661085265770423e-14	71329.32178072906	4.8532680946461255	63138124896.44653	13243.498756247393	17923133792.053295	1.9811117051489884	0.14888505053006568	1.1278844680593902	0.007161209722008427	0.0008530306544993399	0.0024076576804888256	0.12086636187897808	0.019450783674532318	0.07527836322956429
145	30300	6	99	46	166965.22547545578	2.0609929499719933e-18	3.707372752691635e-11	-3.70737254659234e-11	5.559173807046153e-08	-7.254989747573051	0.0004686951605415654	8.101203135009494e+22	145	0	1.8797186298661238e-14	70812.44243482906	4.8501095741589815	63598987303.8951	13243.497669067705	17858076258.1449	1.9811544067079725	0.14891122794655848	1.127857486677519	0.011478918115909058	0.0014725359586854002	0.011165951132610331	0.12023343163506689	0.019473011335357622	0.07406282487643341
146	21300	6	100	46	166965.2254757375	2.2811230449306364e-18	3.707372752697891e-11	-3.707372524585586e-11	6.15293685608128e-08	-7.2109175417941715	0.0011089783345398418	7.319430920080619e+22	146	0	1.8943830332644065e-14	70259.39788057387	4.846704423590582	64099604653.9662	13243.393533325388	17788204373.93961	1.980337379176543	0.1488853987516172	1.1276953985778944	0.054673634269770933	0.001489454923073048	0.015189449844163917	0.11274576427090165	0.01943140219658326	0.07284652575374767
147	12300	6	100	47	166965.2254757419	2.0533633457626857e-18	3.707372752697988e-11	-3.7073725473616534e-11	5.53859426265778e-08	-7.256600448527789	0.0056329466281538855	8.13130446787661e+22	147	0	1.9094414532073445e-14	69673.22865430689	4.843065936187796	64638882313.25854	13240.570126116598	17713846685.715504	1.9803043578992858	0.14902523494533892	1.1277394312812454	0.017696323168803634	0.0042513412878403285	0.0057704059778555805	0.11411322604579278	0.019817848752754167	0.07381230630838931
