pool	level	zfoil	ndel	rungroup	xscol	yscol	model	target	n	qa_low	bias	rms	p95
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	3	enet	ytar	35	False	0.05144630425801768	0.21622919261182183	0.32215449680049424
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	3	enet	yptar	35	False	-0.33264218203681983	1.3296400801589388	2.322817789060112
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	3	enet	ztar	35	False	0.24692688529340973	1.04825429570468	1.5405282723390432
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	3	svd	xptar	35	False	0.12957574152598758	1.984159911914346	3.3279152458066137
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	3	svd	ytar	35	False	0.05036752476500969	0.20295964269072314	0.3133354677432903
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	3	svd	yptar	35	False	-0.2975933227351327	1.3015063310419024	2.1469220226540875
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	3	svd	ztar	35	False	0.24101953882482471	0.9860423562326411	1.5199489977417016
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	4	enet	xptar	27	False	0.36422591456126724	1.8870770920842153	3.698965781004471
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	4	enet	ytar	27	False	0.0787695724075452	0.22926770002965152	0.42335719673416905
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	4	enet	yptar	27	False	-0.2912386119847277	1.4013035673238579	2.328280254699016
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	4	enet	ztar	27	False	0.38669850881613926	1.1572606996788184	2.1152869599976163
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	4	svd	xptar	27	False	0.6314844965946664	1.8616373428887734	3.677828714698172
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	4	svd	ytar	27	False	0.001303890423570622	0.22191177154489844	0.34782383741671363
training	hole	-8.0	0	rg03_theta12p490_foilpm8	4	4	svd	yptar	27	False	-0.015298880298382321	1.3800591869806904	2.000507305665491
